Date,Time,Tank,Tank.Quadrant,Experiment.Stage,Light.PAR,Temp.C,Salinity,Conductivity,pH,Initials
20170706,8:50:00,Tank4,4,Treatment,51,28.6,37.4,60354,7.98,YZ_JM_KW
20170706,8:50:00,Tank4,5,Treatment,65,28.6,37.4,60321,7.98,YZ_JM_KW
20170706,8:50:00,Tank4,6,Treatment,53,28.7,37.4,60323,7.98,YZ_JM_KW
20170706,8:50:00,Tank4,7,Treatment,50,28.5,37.4,60309,7.98,YZ_JM_KW
20170706,8:50:00,Tank4,8,Treatment,54,28.6,37.4,60324,7.98,YZ_JM_KW
20170706,8:50:00,Tank4,9,Treatment,53,28.6,37.4,60322,7.98,YZ_JM_KW
20170706,8:52:00,Tank3,1,Treatment,49,29.1,37.3,60774,7.99,YZ_JM_KW
20170706,8:52:00,Tank3,2,Treatment,51,29.1,37.3,60753,7.99,YZ_JM_KW
20170706,8:52:00,Tank3,3,Treatment,46,29.1,37.3,60743,8,YZ_JM_KW
20170706,8:52:00,Tank3,4,Treatment,51,29.1,37.3,60755,8,YZ_JM_KW
20170706,8:52:00,Tank3,5,Treatment,57,29.1,37.3,60759,8,YZ_JM_KW
20170706,8:52:00,Tank3,6,Treatment,47,29.1,37.3,60754,8,YZ_JM_KW
20170706,8:52:00,Tank3,7,Treatment,44,29.1,37.3,60788,8,YZ_JM_KW
20170706,8:52:00,Tank3,8,Treatment,45,29.2,37.3,60797,8.01,YZ_JM_KW
20170706,8:52:00,Tank3,9,Treatment,45,29.1,37.3,60733,8.01,YZ_JM_KW
20170706,8:54:00,Tank1,1,Treatment,42,28.5,37.3,60016,8.02,YZ_JM_KW
20170706,8:54:00,Tank1,2,Treatment,47,28.5,37.3,60022,8.02,YZ_JM_KW
20170706,8:54:00,Tank1,3,Treatment,43,28.5,37.3,60020,8.02,YZ_JM_KW
20170706,8:54:00,Tank1,4,Treatment,56,28.5,37.3,60011,8.02,YZ_JM_KW
20170706,8:54:00,Tank1,5,Treatment,58,28.5,37.3,60017,8.02,YZ_JM_KW
20170706,8:54:00,Tank1,6,Treatment,36,28.5,37.3,60020,8.02,YZ_JM_KW
20170706,8:54:00,Tank1,7,Treatment,50,28.5,37.3,59996,8.03,YZ_JM_KW
20170706,8:54:00,Tank1,8,Treatment,50,28.5,37.3,60011,8.03,YZ_JM_KW
20170706,8:54:00,Tank1,9,Treatment,38,28.5,37.3,60017,8.03,YZ_JM_KW
20170706,17:09:00,Tank1,1,Treatment,86,28.6,37.3,60167,7.81,YZ_JM
20170706,17:09:00,Tank1,2,Treatment,99,28.6,37.3,60618,7.82,YZ_JM
20170706,17:09:00,Tank1,3,Treatment,44,28.6,37.3,60615,7.82,YZ_JM
20170706,17:09:00,Tank1,4,Treatment,86,28.6,37.3,60171,7.83,YZ_JM
20170706,17:09:00,Tank1,5,Treatment,81,28.6,37.3,60176,7.84,YZ_JM
20170706,17:09:00,Tank1,6,Treatment,55,28.6,37.3,60171,7.85,YZ_JM
20170706,17:09:00,Tank1,7,Treatment,57,28.6,37.3,60168,7.88,YZ_JM
20170706,17:09:00,Tank1,8,Treatment,47,28.6,37.3,60168,7.98,YZ_JM
20170706,17:09:00,Tank1,9,Treatment,43,28.6,37.3,60173,7.98,YZ_JM
20170706,17:14:00,Tank4,1,Treatment,68,29.4,37.3,61083,8.01,YZ_JM
20170706,17:14:00,Tank4,2,Treatment,72,29.4,37.3,61087,8,YZ_JM
20170706,17:14:00,Tank4,3,Treatment,58,29.4,37.3,61096,7.99,YZ_JM
20170706,17:14:00,Tank4,4,Treatment,79,29.4,37.3,61073,7.99,YZ_JM
20170706,17:14:00,Tank4,5,Treatment,93,29.4,37.3,61091,8.04,YZ_JM
20170706,17:14:00,Tank4,6,Treatment,63,29.4,37.3,61074,8.03,YZ_JM
20170706,17:14:00,Tank4,7,Treatment,60,29.4,37.3,61042,8.03,YZ_JM
20170706,17:14:00,Tank4,8,Treatment,70,29.4,37.3,61091,8.03,YZ_JM
20170706,17:14:00,Tank4,9,Treatment,62,29.4,37.3,61087,8.03,YZ_JM
20170706,17:20:00,Tank3,1,Treatment,63,30.1,37.2,61734,8.06,YZ_JM
20170706,17:20:00,Tank3,2,Treatment,78,30.1,37.2,61717,8.05,YZ_JM
20170706,17:20:00,Tank3,3,Treatment,61,30,37.2,61668,8.05,YZ_JM
20170706,17:20:00,Tank3,4,Treatment,73,30.1,37.2,61708,8.04,YZ_JM
20170706,17:20:00,Tank3,5,Treatment,61,30.1,37.2,61699,8.06,YZ_JM
20170706,17:20:00,Tank3,6,Treatment,63,30,37.2,61690,8.06,YZ_JM
20170706,17:20:00,Tank3,7,Treatment,70,30.1,37.2,61720,8.06,YZ_JM
20170706,17:20:00,Tank3,8,Treatment,45,30.1,37.2,61731,8.05,YZ_JM
20170706,17:20:00,Tank3,9,Treatment,71,30,37.3,61679,8.05,YZ_JM
20170706,17:23:00,Tank2,1,Treatment,96,28.7,37.3,60284,8.06,YZ_JM
20170706,17:23:00,Tank2,2,Treatment,106,28.7,37.3,60272,8.05,YZ_JM
20170706,17:23:00,Tank2,3,Treatment,39,28.7,37.3,60290,8.05,YZ_JM
20170706,17:23:00,Tank2,4,Treatment,71,28.7,37.3,60289,8.03,YZ_JM
20170706,17:23:00,Tank2,5,Treatment,79,28.7,37.3,60294,8.03,YZ_JM
20170706,17:23:00,Tank2,6,Treatment,70,28.7,37.3,60292,8.02,YZ_JM
20170706,17:23:00,Tank2,7,Treatment,41,28.7,37.3,60291,8.02,YZ_JM
20170706,17:23:00,Tank2,8,Treatment,46,28.7,37.3,60291,8.02,YZ_JM
20170706,17:23:00,Tank2,9,Treatment,33,28.7,37.3,60291,8.02,YZ_JM
20170707,11:11:00,Tank1,1,Treatment,61,28.2,37.4,59821,8.22,YZ_JM
20170707,11:11:00,Tank1,2,Treatment,66,28.2,37.4,59824,8.21,YZ_JM
20170707,11:11:00,Tank1,3,Treatment,88,28.2,37.4,59830,8.2,YZ_JM
20170707,11:11:00,Tank1,4,Treatment,85,28.2,37.4,59822,8.19,YZ_JM
20170707,11:11:00,Tank1,5,Treatment,106,28.2,37.4,59823,8.18,YZ_JM
20170707,11:11:00,Tank1,6,Treatment,132,28.2,37.4,59824,8.18,YZ_JM
20170707,11:11:00,Tank1,7,Treatment,82,28.1,37.4,59809,8.17,YZ_JM
20170707,11:11:00,Tank1,8,Treatment,74,28.2,37.4,59818,8.17,YZ_JM
20170707,11:11:00,Tank1,9,Treatment,128,28.2,37.4,59819,8.17,YZ_JM
20170707,11:14:00,Tank2,1,Treatment,62,28.3,37.3,59866,8.14,YZ_JM
20170707,11:14:00,Tank2,2,Treatment,103,28.3,37.3,59876,8.14,YZ_JM
20170707,11:14:00,Tank2,3,Treatment,64,28.3,37.3,59880,8.14,YZ_JM
20170707,11:14:00,Tank2,4,Treatment,81,28.3,37.3,59874,8.14,YZ_JM
20170707,11:14:00,Tank2,5,Treatment,111,28.3,37.4,59876,8.14,YZ_JM
20170707,11:14:00,Tank2,6,Treatment,179,28.3,37.4,59883,8.13,YZ_JM
20170707,11:14:00,Tank2,7,Treatment,58,28.3,37.4,59872,8.13,YZ_JM
20170707,11:14:00,Tank2,8,Treatment,82,28.3,37.3,59871,8.13,YZ_JM
20170707,11:14:00,Tank2,9,Treatment,92,28.3,37.3,59880,8.13,YZ_JM
20170707,11:17:00,Tank4,1,Treatment,64,29,37.5,60805,8.11,YZ_JM
20170707,11:17:00,Tank4,2,Treatment,63,29,37.4,60820,8.11,YZ_JM
20170707,11:17:00,Tank4,3,Treatment,107,29,37.4,60808,8.11,YZ_JM
20170707,11:17:00,Tank4,4,Treatment,98,29,37.4,60809,8.11,YZ_JM
20170707,11:17:00,Tank4,5,Treatment,160,29,37.4,60794,8.11,YZ_JM
20170707,11:17:00,Tank4,6,Treatment,163,29,37.4,60797,8.11,YZ_JM
20170707,11:17:00,Tank4,7,Treatment,94,29,37.4,60812,8.11,YZ_JM
20170707,11:17:00,Tank4,8,Treatment,130,29,37.4,60825,8.11,YZ_JM
20170707,11:17:00,Tank4,9,Treatment,153,29,37.4,60781,8.11,YZ_JM
20170707,11:20:00,Tank3,1,Treatment,66,29.4,37.4,61139,8.11,YZ_JM
20170707,11:20:00,Tank3,2,Treatment,65,29.4,37.4,61161,8.11,YZ_JM
20170707,11:20:00,Tank3,3,Treatment,49,29.4,37.4,61130,8.12,YZ_JM
20170707,11:20:00,Tank3,4,Treatment,109,29.4,37.4,61153,8.12,YZ_JM
20170707,11:20:00,Tank3,5,Treatment,114,29.4,37.4,61163,8.12,YZ_JM
20170707,11:20:00,Tank3,6,Treatment,107,29.4,37.4,61158,8.12,YZ_JM
20170707,11:20:00,Tank3,7,Treatment,17,29.4,37.4,61166,8.12,YZ_JM
20170707,11:20:00,Tank3,8,Treatment,76,29.4,37.4,61187,8.12,YZ_JM
20170707,11:20:00,Tank3,9,Treatment,77,29.4,37.4,61144,8.13,YZ_JM
20170707,19:00:00,Tank1,1,Treatment,9,28.1,37.4,59779,7.92,YZ_JM
20170707,19:00:00,Tank1,2,Treatment,9,28.1,37.4,59795,7.92,YZ_JM
20170707,19:00:00,Tank1,3,Treatment,6,28.2,37.2,59801,7.92,YZ_JM
20170707,19:00:00,Tank1,4,Treatment,12,28.1,37.4,59801,7.92,YZ_JM
20170707,19:00:00,Tank1,5,Treatment,13,28.2,37.4,59799,7.92,YZ_JM
20170707,19:00:00,Tank1,6,Treatment,7,28.2,37.4,59800,7.92,YZ_JM
20170707,19:00:00,Tank1,7,Treatment,10,28.2,37.4,59773,7.92,YZ_JM
20170707,19:00:00,Tank1,8,Treatment,10,28.2,37.4,59800,7.92,YZ_JM
20170707,19:00:00,Tank1,9,Treatment,7,28.2,37.4,59795,7.92,YZ_JM
20170707,19:06:00,Tank2,1,Treatment,11,28.3,37.4,59926,7.92,YZ_JM
20170707,19:06:00,Tank2,2,Treatment,11,28.3,37.4,59945,7.92,YZ_JM
20170707,19:06:00,Tank2,3,Treatment,7,28.3,37.4,59948,7.92,YZ_JM
20170707,19:06:00,Tank2,4,Treatment,10,28.3,37.4,59948,7.92,YZ_JM
20170707,19:06:00,Tank2,5,Treatment,14,28.3,37.4,59944,7.92,YZ_JM
20170707,19:06:00,Tank2,6,Treatment,9,28.3,37.4,59944,7.92,YZ_JM
20170707,19:06:00,Tank2,7,Treatment,6,28.3,37.4,59936,7.92,YZ_JM
20170707,19:06:00,Tank2,8,Treatment,7,28.3,37.4,59944,7.93,YZ_JM
20170707,19:06:00,Tank2,9,Treatment,6,28.3,37.4,59948,7.93,YZ_JM
20170708,9:20:00,Tank2,1,Treatment,26,28.1,37.4,59760,7.63,YZ_JM
20170708,9:20:00,Tank2,2,Treatment,38,28.1,37.4,59767,7.69,YZ_JM
20170708,9:20:00,Tank2,3,Treatment,46,28.1,37.4,59770,7.72,YZ_JM
20170708,9:20:00,Tank2,4,Treatment,48,28.1,37.4,59763,7.77,YZ_JM
20170708,9:20:00,Tank2,5,Treatment,62,28.1,37.4,59773,7.79,YZ_JM
20170708,9:20:00,Tank2,6,Treatment,53,28.1,37.4,59776,7.8,YZ_JM
20170708,9:20:00,Tank2,7,Treatment,34,28.1,37.4,59768,7.82,YZ_JM
20170708,9:20:00,Tank2,8,Treatment,45,28.1,37.4,59772,7.82,YZ_JM
20170708,9:20:00,Tank2,9,Treatment,81,28.1,37.4,59771,7.82,YZ_JM
20170708,9:30:00,Tank3,1,Treatment,17,29.3,37.5,61230,7.83,YZ_JM
20170708,9:30:00,Tank3,2,Treatment,18,29.3,37.5,61215,7.85,YZ_JM
20170708,9:30:00,Tank3,3,Treatment,25,29.3,37.5,61214,7.85,YZ_JM
20170708,9:30:00,Tank3,4,Treatment,46,29.3,37.5,61222,7.86,YZ_JM
20170708,9:30:00,Tank3,5,Treatment,34,29.3,37.5,61232,7.86,YZ_JM
20170708,9:30:00,Tank3,6,Treatment,41,29.3,37.5,61209,7.86,YZ_JM
20170708,9:30:00,Tank3,7,Treatment,38,29.3,37.5,61205,7.86,YZ_JM
20170708,9:30:00,Tank3,8,Treatment,12,29.3,37.5,61218,7.86,YZ_JM
20170708,9:30:00,Tank3,9,Treatment,36,29.3,37.5,61202,7.86,YZ_JM
20170708,9:35:00,Tank1,1,Treatment,18,28.1,37.4,59737,7.88,YZ_JM
20170708,9:35:00,Tank1,2,Treatment,16,28.1,37.4,59732,7.88,YZ_JM
20170708,9:35:00,Tank1,3,Treatment,20,28.1,37.4,59730,7.88,YZ_JM
20170708,9:35:00,Tank1,4,Treatment,22,28,37.4,59722,7.88,YZ_JM
20170708,9:35:00,Tank1,5,Treatment,23,28,37.4,59734,7.88,YZ_JM
20170708,9:35:00,Tank1,6,Treatment,19,28.1,37.4,59731,7.88,YZ_JM
20170708,9:35:00,Tank1,7,Treatment,29,28,37.4,59724,7.88,YZ_JM
20170708,9:35:00,Tank1,8,Treatment,31,28,37.4,59728,7.88,YZ_JM
20170708,9:35:00,Tank1,9,Treatment,28,28.1,37.4,59730,7.88,YZ_JM
20170708,9:39:00,Tank4,1,Treatment,30,29.4,38,62070,7.72,YZ_JM
20170708,9:39:00,Tank4,2,Treatment,25,29.4,38,62116,7.71,YZ_JM
20170708,9:39:00,Tank4,3,Treatment,29,29.5,38,62146,7.7,YZ_JM
20170708,9:39:00,Tank4,4,Treatment,31,29.4,38,62134,7.69,YZ_JM
20170708,9:39:00,Tank4,5,Treatment,37,29.4,38,62131,7.68,YZ_JM
20170708,9:39:00,Tank4,6,Treatment,56,29.4,38,62133,7.68,YZ_JM
20170708,9:39:00,Tank4,7,Treatment,30,29.4,38,62150,7.68,YZ_JM
20170708,9:39:00,Tank4,8,Treatment,39,29.4,38,62190,7.68,YZ_JM
20170708,9:39:00,Tank4,9,Treatment,58,29.4,38,621607,7.67,YZ_JM
20170708,19:34:00,Tank2,1,Treatment,3,28.9,37.5,60802,7.94,YZ_JM
20170708,19:34:00,Tank2,2,Treatment,4,28.9,37.5,60812,7.94,YZ_JM
20170708,19:34:00,Tank2,3,Treatment,2,28.9,37.5,60820,7.94,YZ_JM
20170708,19:34:00,Tank2,4,Treatment,3,28.9,37.5,60803,7.94,YZ_JM
20170708,19:34:00,Tank2,5,Treatment,4,28.9,37.5,60815,7.94,YZ_JM
20170708,19:34:00,Tank2,6,Treatment,2,28.9,37.5,60818,7.94,YZ_JM
20170708,19:34:00,Tank2,7,Treatment,1,28.9,37.5,60812,7.94,YZ_JM
20170708,19:34:00,Tank2,8,Treatment,2,28.9,37.5,60811,7.94,YZ_JM
20170708,19:34:00,Tank2,9,Treatment,1,28.9,37.5,60818,7.94,YZ_JM
20170708,19:38:00,Tank1,1,Treatment,3,28.9,37.5,60873,7.94,YZ_JM
20170708,19:38:00,Tank1,2,Treatment,3,28.9,37.5,60873,7.94,YZ_JM
20170708,19:38:00,Tank1,3,Treatment,2,28.9,37.5,60755,7.94,YZ_JM
20170708,19:38:00,Tank1,4,Treatment,3,28.9,37.5,60776,7.94,YZ_JM
20170708,19:38:00,Tank1,5,Treatment,3,28.9,37.5,60781,7.94,YZ_JM
20170708,19:38:00,Tank1,6,Treatment,2,28.9,37.5,60779,7.94,YZ_JM
20170708,19:38:00,Tank1,7,Treatment,3,28.9,37.5,60776,7.94,YZ_JM
20170708,19:38:00,Tank1,8,Treatment,2,28.9,37.5,60772,7.94,YZ_JM
20170708,19:38:00,Tank1,9,Treatment,2,28.9,37.5,60775,7.94,YZ_JM
20170708,19:42:00,Tank3,1,Treatment,2,31.1,37.5,63397,7.96,YZ_JM
20170708,19:42:00,Tank3,2,Treatment,3,31.1,37.5,63384,7.96,YZ_JM
20170708,19:42:00,Tank3,3,Treatment,3,31.2,37.5,63400,7.96,YZ_JM
20170708,19:42:00,Tank3,4,Treatment,4,31.1,37.5,63409,7.96,YZ_JM
20170708,19:42:00,Tank3,5,Treatment,3,31.2,37.6,63405,7.96,YZ_JM
20170708,19:42:00,Tank3,6,Treatment,3,31.2,37.5,63415,7.96,YZ_JM
20170708,19:42:00,Tank3,7,Treatment,1,31.2,37.5,63394,7.96,YZ_JM
20170708,19:42:00,Tank3,8,Treatment,2,31.2,37.5,63422,7.96,YZ_JM
20170708,19:42:00,Tank3,9,Treatment,3,31.2,37.5,63406,7.96,YZ_JM
20170708,19:46:00,Tank4,1,Treatment,3,31.1,37.8,63244,7.95,YZ_JM
20170708,19:46:00,Tank4,2,Treatment,2,31.1,37.8,63233,7.95,YZ_JM
20170708,19:46:00,Tank4,3,Treatment,3,31.1,37.7,63615,7.95,YZ_JM
20170708,19:46:00,Tank4,4,Treatment,3,31.1,37.8,63630,7.95,YZ_JM
20170708,19:46:00,Tank4,5,Treatment,4,31.1,37.7,63604,7.95,YZ_JM
20170708,19:46:00,Tank4,6,Treatment,3,31.1,37.8,63626,7.95,YZ_JM
20170708,19:46:00,Tank4,7,Treatment,2,31.1,37.8,63626,7.95,YZ_JM
20170708,19:46:00,Tank4,8,Treatment,2,31.1,37.8,63639,7.95,YZ_JM
20170708,19:46:00,Tank4,9,Treatment,2,31.1,37.8,63605,7.95,YZ_JM
20170709,9:33:00,Tank4,1,Treatment,17,28.5,38.3,61360,7.6,YZ_JM
20170709,9:33:00,Tank4,2,Treatment,15,28.5,38.3,61403,7.62,YZ_JM
20170709,9:33:00,Tank4,3,Treatment,20,28.5,38.3,61405,7.63,YZ_JM
20170709,9:33:00,Tank4,4,Treatment,19,28.5,38.3,61368,7.67,YZ_JM
20170709,9:33:00,Tank4,5,Treatment,27,28.5,38.3,61371,7.67,YZ_JM
20170709,9:33:00,Tank4,6,Treatment,50,28.5,38.3,61400,7.68,YZ_JM
20170709,9:33:00,Tank4,7,Treatment,15,28.5,38.3,61367,7.68,YZ_JM
20170709,9:33:00,Tank4,8,Treatment,20,28.5,38.3,61378,7.68,YZ_JM
20170709,9:33:00,Tank4,9,Treatment,57,28.5,38.3,61379,7.69,YZ_JM
20170709,9:38:00,Tank1,1,Treatment,11,28.7,37.5,60466,7.87,YZ_JM
20170709,9:38:00,Tank1,2,Treatment,12,28.7,37.5,60466,7.88,YZ_JM
20170709,9:38:00,Tank1,3,Treatment,10,28.7,37.5,60457,7.88,YZ_JM
20170709,9:38:00,Tank1,4,Treatment,15,28.7,37.5,60460,7.88,YZ_JM
20170709,9:38:00,Tank1,5,Treatment,14,28.7,37.5,60462,7.89,YZ_JM
20170709,9:38:00,Tank1,6,Treatment,15,28.7,37.5,60453,7.89,YZ_JM
20170709,9:38:00,Tank1,7,Treatment,14,28.7,37.5,60459,7.89,YZ_JM
20170709,9:38:00,Tank1,8,Treatment,15,28.7,37.5,60454,7.89,YZ_JM
20170709,9:38:00,Tank1,9,Treatment,15,28.7,37.5,60458,7.9,YZ_JM
20170709,9:41:00,Tank2,1,Treatment,15,28.7,37.5,60487,7.9,YZ_JM
20170709,9:41:00,Tank2,2,Treatment,23,28.7,37.5,60497,7.9,YZ_JM
20170709,9:41:00,Tank2,3,Treatment,35,28.7,37.5,60503,7.9,YZ_JM
20170709,9:41:00,Tank2,4,Treatment,17,28.7,37.5,60497,7.9,YZ_JM
20170709,9:41:00,Tank2,5,Treatment,28,28.7,37.5,60505,7.9,YZ_JM
20170709,9:41:00,Tank2,6,Treatment,436,28.7,37.5,60511,7.9,YZ_JM
20170709,9:41:00,Tank2,7,Treatment,13,28.7,37.5,60501,7.9,YZ_JM
20170709,9:41:00,Tank2,8,Treatment,19,28.7,37.5,60506,7.9,YZ_JM
20170709,9:41:00,Tank2,9,Treatment,172,28.7,37.5,60512,7.9,YZ_JM
20170709,9:44:00,Tank3,1,Treatment,10,30.1,37.5,62091,7.9,YZ_JM
20170709,9:44:00,Tank3,2,Treatment,12,30.1,37.5,62137,7.9,YZ_JM
20170709,9:44:00,Tank3,3,Treatment,16,30.1,37.5,62140,7.9,YZ_JM
20170709,9:44:00,Tank3,4,Treatment,20,30.1,37.5,62101,7.9,YZ_JM
20170709,9:44:00,Tank3,5,Treatment,23,30.1,37.5,62188,7.9,YZ_JM
20170709,9:44:00,Tank3,6,Treatment,37,30.1,37.5,62179,7.91,YZ_JM
20170709,9:44:00,Tank3,7,Treatment,14,30.1,37.5,62110,7.91,YZ_JM
20170709,9:44:00,Tank3,8,Treatment,17,30.1,37.5,62126,7.91,YZ_JM
20170709,9:44:00,Tank3,9,Treatment,29,30.1,37.5,62150,7.91,YZ_JM
20170709,18:52:00,Tank3,1,Treatment,6,32.7,37.6,65144,7.91,YZ_JM
20170709,18:52:00,Tank3,2,Treatment,7,32.6,37.6,65182,7.89,YZ_JM
20170709,18:52:00,Tank3,3,Treatment,4,32.7,37.6,65176,7.93,YZ_JM
20170709,18:52:00,Tank3,4,Treatment,7,32.5,37.6,65133,7.93,YZ_JM
20170709,18:52:00,Tank3,5,Treatment,8,32.6,37.6,65125,7.93,YZ_JM
20170709,18:52:00,Tank3,6,Treatment,7,32.6,37.6,65161,7.94,YZ_JM
20170709,18:52:00,Tank3,7,Treatment,5,32.6,37.6,65112,7.94,YZ_JM
20170709,18:52:00,Tank3,8,Treatment,5,32.6,37.6,65117,7.94,YZ_JM
20170709,18:52:00,Tank3,9,Treatment,5,32.6,37.6,65133,7.94,YZ_JM
20170709,19:02:00,Tank1,1,Treatment,6,29.6,37.5,61581,7.92,YZ_JM
20170709,19:02:00,Tank1,2,Treatment,8,29.6,37.5,61582,7.92,YZ_JM
20170709,19:02:00,Tank1,3,Treatment,7,29.6,37.5,61577,7.92,YZ_JM
20170709,19:02:00,Tank1,4,Treatment,8,29.6,37.5,61755,7.92,YZ_JM
20170709,19:02:00,Tank1,5,Treatment,8,29.6,37.5,61553,7.92,YZ_JM
20170709,19:02:00,Tank1,6,Treatment,5,29.6,37.5,61450,7.92,YZ_JM
20170709,19:02:00,Tank1,7,Treatment,7,29.5,37.5,61524,7.92,YZ_JM
20170709,19:02:00,Tank1,8,Treatment,5,29.5,37.5,61553,7.92,YZ_JM
20170709,19:02:00,Tank1,9,Treatment,5,29.6,37.5,61561,7.92,YZ_JM
20170709,19:05:00,Tank4,1,Treatment,6,32.2,38.9,66651,7.92,YZ_JM
20170709,19:05:00,Tank4,2,Treatment,7,32.2,38.9,66687,7.92,YZ_JM
20170709,19:05:00,Tank4,3,Treatment,6,32.3,38.9,66605,7.92,YZ_JM
20170709,19:05:00,Tank4,4,Treatment,4,32.2,38.9,66626,7.93,YZ_JM
20170709,19:05:00,Tank4,5,Treatment,4,32.2,38.9,66610,7.93,YZ_JM
20170709,19:05:00,Tank4,6,Treatment,6,32.3,38.9,66693,7.93,YZ_JM
20170709,19:05:00,Tank4,7,Treatment,4,32.2,38.9,66656,7.93,YZ_JM
20170709,19:05:00,Tank4,8,Treatment,5,32.2,38.9,66647,7.93,YZ_JM
20170709,19:05:00,Tank4,9,Treatment,5,32.2,38.9,66588,7.93,YZ_JM
20170709,19:08:00,Tank2,1,Treatment,7,29.5,37.5,61444,7.92,YZ_JM
20170709,19:08:00,Tank2,2,Treatment,9,29.5,37.5,61448,7.92,YZ_JM
20170709,19:08:00,Tank2,3,Treatment,5,29.5,37.5,61443,7.93,YZ_JM
20170709,19:08:00,Tank2,4,Treatment,6,29.5,37.5,61448,7.93,YZ_JM
20170709,19:08:00,Tank2,5,Treatment,10,29.5,37.5,61445,7.92,YZ_JM
20170709,19:08:00,Tank2,6,Treatment,6,29.5,37.5,61444,7.92,YZ_JM
20170709,19:08:00,Tank2,7,Treatment,3,29.5,37.5,61440,7.92,YZ_JM
20170709,19:08:00,Tank2,8,Treatment,4,29.5,37.5,61440,7.92,YZ_JM
20170709,19:08:00,Tank2,9,Treatment,3,29.5,37.5,61438,7.92,YZ_JM
20170710,9:23:00,Tank2,1,Treatment,14,28.8,37.5,60626,7.7,YZ_JM
20170710,9:23:00,Tank2,2,Treatment,18,28.8,37.5,60633,7.74,YZ_JM
20170710,9:23:00,Tank2,3,Treatment,14,28.8,37.5,60634,7.76,YZ_JM
20170710,9:23:00,Tank2,4,Treatment,14,28.8,37.5,60624,7.77,YZ_JM
20170710,9:23:00,Tank2,5,Treatment,24,28.8,37.5,60638,7.78,YZ_JM
20170710,9:23:00,Tank2,6,Treatment,21,28.8,37.5,60638,7.79,YZ_JM
20170710,9:23:00,Tank2,7,Treatment,14,28.8,37.5,60630,7.8,YZ_JM
20170710,9:23:00,Tank2,8,Treatment,20,28.8,37.5,60635,7.81,YZ_JM
20170710,9:23:00,Tank2,9,Treatment,21,28.8,37.5,60636,7.82,YZ_JM
20170710,9:27:00,Tank3,1,Treatment,11,29.7,37.5,61676,7.84,YZ_JM
20170710,9:27:00,Tank3,2,Treatment,15,29.7,37.5,61710,7.85,YZ_JM
20170710,9:27:00,Tank3,3,Treatment,24,29.7,37.5,61717,7.85,YZ_JM
20170710,9:27:00,Tank3,4,Treatment,21,29.7,37.5,61700,7.85,YZ_JM
20170710,9:27:00,Tank3,5,Treatment,20,29.7,37.5,61711,7.85,YZ_JM
20170710,9:27:00,Tank3,6,Treatment,43,29.7,37.5,61697,7.85,YZ_JM
20170710,9:27:00,Tank3,7,Treatment,22,29.7,37.5,61680,7.86,YZ_JM
20170710,9:27:00,Tank3,8,Treatment,21,29.7,37.5,61696,7.86,YZ_JM
20170710,9:27:00,Tank3,9,Treatment,32,29.7,37.5,61697,7.86,YZ_JM
20170710,9:30:00,Tank4,1,Treatment,18,29.2,37.6,61290,7.85,YZ_JM
20170710,9:30:00,Tank4,2,Treatment,19,29.2,37.6,61358,7.85,YZ_JM
20170710,9:30:00,Tank4,3,Treatment,15,29.2,37.6,61257,7.85,YZ_JM
20170710,9:30:00,Tank4,4,Treatment,20,29.2,37.5,61212,7.85,YZ_JM
20170710,9:30:00,Tank4,5,Treatment,24,29.2,37.6,61263,7.86,YZ_JM
20170710,9:30:00,Tank4,6,Treatment,31,29.3,37.6,61275,7.86,YZ_JM
20170710,9:30:00,Tank4,7,Treatment,14,29.3,37.5,61200,7.85,YZ_JM
20170710,9:30:00,Tank4,8,Treatment,19,29.3,37.6,61276,7.86,YZ_JM
20170710,9:30:00,Tank4,9,Treatment,34,29.2,37.6,61265,7.86,YZ_JM
20170710,9:34:00,Tank1,1,Treatment,8,28.8,37.5,60607,7.87,YZ_JM
20170710,9:34:00,Tank1,2,Treatment,11,28.8,37.5,60610,7.87,YZ_JM
20170710,9:34:00,Tank1,3,Treatment,9,28.8,37.5,60598,7.87,YZ_JM
20170710,9:34:00,Tank1,4,Treatment,11,28.8,37.4,60600,7.87,YZ_JM
20170710,9:34:00,Tank1,5,Treatment,15,28.8,37.5,60635,7.88,YZ_JM
20170710,9:34:00,Tank1,6,Treatment,21,28.8,37.4,60671,7.88,YZ_JM
20170710,9:34:00,Tank1,7,Treatment,10,28.7,37.4,60604,7.88,YZ_JM
20170710,9:34:00,Tank1,8,Treatment,12,28.8,37.4,60524,7.88,YZ_JM
20170710,9:34:00,Tank1,9,Treatment,18,28.8,37.5,60694,7.88,YZ_JM
20170710,16:12:00,Tank1,1,Treatment,250,30,37.5,62066,7.89,YZ_JM
20170710,16:12:00,Tank1,2,Treatment,524,30,37.6,62119,7.9,YZ_JM
20170710,16:12:00,Tank1,3,Treatment,357,30,37.6,62203,7.91,YZ_JM
20170710,16:12:00,Tank1,4,Treatment,430,30,37.6,62120,7.91,YZ_JM
20170710,16:12:00,Tank1,5,Treatment,399,30,37.6,62108,7.91,YZ_JM
20170710,16:12:00,Tank1,6,Treatment,296,30,37.6,62135,7.92,YZ_JM
20170710,16:12:00,Tank1,7,Treatment,219,30,37.5,62029,7.92,YZ_JM
20170710,16:12:00,Tank1,8,Treatment,217,30,37.5,62068,7.92,YZ_JM
20170710,16:12:00,Tank1,9,Treatment,79,30,37.5,62098,7.92,YZ_JM
