Date,Time,Temp
05-Jul-17,14:45:00,30.167
05-Jul-17,15:15:00,30.596
05-Jul-17,15:45:00,30.976
05-Jul-17,16:15:00,31.281
05-Jul-17,16:45:00,31.153
05-Jul-17,17:15:00,31.255
05-Jul-17,17:45:00,30.976
05-Jul-17,18:15:00,30.773
05-Jul-17,18:45:00,30.773
05-Jul-17,19:15:00,30.571
05-Jul-17,19:45:00,30.318
05-Jul-17,20:15:00,30.091
05-Jul-17,20:45:00,29.916
05-Jul-17,21:15:00,29.765
05-Jul-17,21:45:00,29.64
05-Jul-17,22:15:00,29.59
05-Jul-17,22:45:00,29.565
05-Jul-17,23:15:00,29.515
05-Jul-17,23:45:00,29.49
06-Jul-17,0:15:00,29.464
06-Jul-17,0:45:00,29.439
06-Jul-17,1:15:00,29.414
06-Jul-17,1:45:00,29.365
06-Jul-17,2:15:00,29.315
06-Jul-17,2:45:00,29.29
06-Jul-17,3:15:00,29.265
06-Jul-17,3:45:00,29.24
06-Jul-17,4:15:00,29.215
06-Jul-17,4:45:00,29.19
06-Jul-17,5:15:00,29.14
06-Jul-17,5:45:00,29.14
06-Jul-17,6:15:00,29.14
06-Jul-17,6:45:00,29.14
06-Jul-17,7:15:00,29.19
06-Jul-17,7:45:00,29.19
06-Jul-17,8:15:00,29.19
06-Jul-17,8:45:00,29.215
06-Jul-17,9:15:00,29.29
06-Jul-17,9:45:00,29.34
06-Jul-17,10:15:00,29.439
06-Jul-17,10:45:00,29.64
06-Jul-17,11:15:00,29.916
06-Jul-17,11:45:00,29.665
06-Jul-17,12:15:00,29.615
06-Jul-17,12:45:00,29.89
06-Jul-17,13:15:00,30.117
06-Jul-17,13:45:00,30.343
06-Jul-17,14:15:00,30.52
06-Jul-17,14:45:00,30.419
06-Jul-17,15:15:00,30.469
06-Jul-17,15:45:00,30.444
06-Jul-17,16:15:00,30.293
06-Jul-17,16:45:00,30.192
06-Jul-17,17:15:00,30.117
06-Jul-17,17:45:00,30.192
06-Jul-17,18:15:00,30.167
06-Jul-17,18:45:00,30.117
06-Jul-17,19:15:00,29.966
06-Jul-17,19:45:00,29.84
06-Jul-17,20:15:00,29.74
06-Jul-17,20:45:00,29.69
06-Jul-17,21:15:00,29.64
06-Jul-17,21:45:00,29.515
06-Jul-17,22:15:00,29.439
06-Jul-17,22:45:00,29.365
06-Jul-17,23:15:00,29.265
06-Jul-17,23:45:00,29.19
07-Jul-17,0:15:00,29.14
07-Jul-17,0:45:00,29.115
07-Jul-17,1:15:00,29.09
07-Jul-17,1:45:00,29.065
07-Jul-17,2:15:00,29.04
07-Jul-17,2:45:00,28.99
07-Jul-17,3:15:00,28.99
07-Jul-17,3:45:00,28.99
07-Jul-17,4:15:00,28.941
07-Jul-17,4:45:00,28.965
07-Jul-17,5:15:00,28.965
07-Jul-17,5:45:00,28.941
07-Jul-17,6:15:00,28.941
07-Jul-17,6:45:00,28.965
07-Jul-17,7:15:00,28.965
07-Jul-17,7:45:00,28.965
07-Jul-17,8:15:00,28.965
07-Jul-17,8:45:00,29.04
07-Jul-17,9:15:00,29.065
07-Jul-17,9:45:00,29.14
07-Jul-17,10:15:00,29.315
07-Jul-17,10:45:00,29.365
07-Jul-17,11:15:00,29.439
07-Jul-17,11:45:00,29.515
07-Jul-17,12:15:00,29.414
07-Jul-17,12:45:00,29.34
07-Jul-17,13:15:00,29.29
07-Jul-17,13:45:00,29.54
07-Jul-17,14:15:00,29.966
07-Jul-17,14:45:00,30.318
07-Jul-17,15:15:00,32.975
07-Jul-17,15:45:00,29.015
07-Jul-17,16:15:00,29.14
07-Jul-17,16:45:00,29.215
07-Jul-17,17:15:00,29.24
07-Jul-17,17:45:00,29.24
07-Jul-17,18:15:00,29.215
07-Jul-17,18:45:00,29.09
07-Jul-17,19:15:00,28.99
07-Jul-17,19:45:00,28.99
07-Jul-17,20:15:00,29.015
07-Jul-17,20:45:00,28.99
07-Jul-17,21:15:00,28.916
07-Jul-17,21:45:00,28.866
07-Jul-17,22:15:00,28.816
07-Jul-17,22:45:00,28.841
07-Jul-17,23:15:00,28.866
07-Jul-17,23:45:00,28.891
08-Jul-17,0:15:00,28.841
08-Jul-17,0:45:00,28.841
08-Jul-17,1:15:00,28.841
08-Jul-17,1:45:00,28.841
08-Jul-17,2:15:00,28.866
08-Jul-17,2:45:00,28.866
08-Jul-17,3:15:00,28.891
08-Jul-17,3:45:00,28.916
08-Jul-17,4:15:00,28.916
08-Jul-17,4:45:00,28.941
08-Jul-17,5:15:00,28.99
08-Jul-17,5:45:00,29.015
08-Jul-17,6:15:00,29.015
08-Jul-17,6:45:00,29.04
08-Jul-17,7:15:00,29.065
08-Jul-17,7:45:00,29.165
08-Jul-17,8:15:00,29.19
08-Jul-17,8:45:00,29.14
08-Jul-17,9:15:00,29.29
08-Jul-17,9:45:00,29.49
08-Jul-17,10:15:00,29.54
08-Jul-17,10:45:00,29.79
08-Jul-17,11:15:00,29.966
08-Jul-17,11:45:00,30.066
08-Jul-17,12:15:00,30.293
08-Jul-17,12:45:00,30.646
08-Jul-17,13:15:00,31.026
08-Jul-17,13:45:00,31.357
08-Jul-17,14:15:00,31.612
08-Jul-17,14:45:00,31.893
08-Jul-17,15:15:00,32.15
08-Jul-17,15:45:00,32.381
08-Jul-17,16:15:00,32.691
08-Jul-17,16:45:00,32.433
08-Jul-17,17:15:00,32.51
08-Jul-17,17:45:00,32.407
08-Jul-17,18:15:00,32.227
08-Jul-17,18:45:00,32.021
08-Jul-17,19:15:00,31.637
08-Jul-17,19:45:00,31.281
08-Jul-17,20:15:00,30.976
08-Jul-17,20:45:00,30.798
08-Jul-17,21:15:00,30.646
08-Jul-17,21:45:00,30.545
08-Jul-17,22:15:00,30.469
08-Jul-17,22:45:00,30.394
08-Jul-17,23:15:00,30.318
08-Jul-17,23:45:00,30.268
09-Jul-17,0:15:00,30.217
09-Jul-17,0:45:00,30.192
09-Jul-17,1:15:00,30.167
09-Jul-17,1:45:00,30.142
09-Jul-17,2:15:00,30.117
09-Jul-17,2:45:00,30.091
09-Jul-17,3:15:00,30.091
09-Jul-17,3:45:00,30.091
09-Jul-17,4:15:00,30.066
09-Jul-17,4:45:00,30.091
09-Jul-17,5:15:00,30.091
09-Jul-17,5:45:00,30.041
09-Jul-17,6:15:00,30.016
09-Jul-17,6:45:00,30.016
09-Jul-17,7:15:00,29.991
09-Jul-17,7:45:00,30.016
09-Jul-17,8:15:00,30.066
09-Jul-17,8:45:00,30.091
09-Jul-17,9:15:00,30.142
09-Jul-17,9:45:00,30.217
09-Jul-17,10:15:00,30.394
09-Jul-17,10:45:00,30.748
09-Jul-17,11:15:00,31.001
09-Jul-17,11:45:00,31.204
09-Jul-17,12:15:00,31.561
09-Jul-17,12:45:00,31.919
09-Jul-17,13:15:00,32.227
09-Jul-17,13:45:00,32.51
09-Jul-17,14:15:00,32.768
09-Jul-17,14:45:00,33.027
09-Jul-17,15:15:00,33.287
09-Jul-17,15:45:00,33.521
09-Jul-17,16:15:00,33.73
09-Jul-17,16:45:00,33.783
09-Jul-17,17:15:00,33.757
09-Jul-17,17:45:00,33.443
09-Jul-17,18:15:00,33.183
09-Jul-17,18:45:00,32.924
09-Jul-17,19:15:00,32.484
09-Jul-17,19:45:00,32.021
09-Jul-17,20:15:00,31.663
09-Jul-17,20:45:00,31.382
09-Jul-17,21:15:00,31.153
09-Jul-17,21:45:00,30.976
09-Jul-17,22:15:00,30.798
09-Jul-17,22:45:00,30.646
09-Jul-17,23:15:00,30.52
09-Jul-17,23:45:00,30.419
10-Jul-17,0:15:00,30.343
10-Jul-17,0:45:00,30.268
10-Jul-17,1:15:00,30.192
10-Jul-17,1:45:00,30.117
10-Jul-17,2:15:00,30.041
10-Jul-17,2:45:00,29.991
10-Jul-17,3:15:00,29.941
10-Jul-17,3:45:00,29.89
10-Jul-17,4:15:00,29.865
10-Jul-17,4:45:00,29.84
10-Jul-17,5:15:00,29.815
10-Jul-17,5:45:00,29.79
10-Jul-17,6:15:00,29.74
10-Jul-17,6:45:00,29.715
10-Jul-17,7:15:00,29.715
10-Jul-17,7:45:00,29.715
10-Jul-17,8:15:00,29.74
10-Jul-17,8:45:00,29.765
10-Jul-17,9:15:00,29.79
10-Jul-17,9:45:00,29.815
10-Jul-17,10:15:00,29.865
10-Jul-17,10:45:00,30.142
10-Jul-17,11:15:00,30.343
10-Jul-17,11:45:00,30.52
10-Jul-17,12:15:00,30.874
10-Jul-17,12:45:00,31.281
10-Jul-17,13:15:00,31.637
10-Jul-17,13:45:00,31.944
10-Jul-17,14:15:00,32.15
10-Jul-17,14:45:00,32.484
10-Jul-17,15:15:00,32.691
10-Jul-17,15:45:00,32.924
10-Jul-17,16:15:00,33.079
10-Jul-17,16:45:00,33.339
10-Jul-17,17:15:00,33.417
10-Jul-17,17:45:00,33.313
10-Jul-17,18:15:00,32.949
10-Jul-17,18:45:00,32.536
10-Jul-17,19:15:00,32.15
10-Jul-17,19:45:00,31.791
10-Jul-17,20:15:00,31.51
10-Jul-17,20:45:00,31.255
10-Jul-17,21:15:00,31.052
10-Jul-17,21:45:00,30.874
10-Jul-17,22:15:00,30.722
10-Jul-17,22:45:00,30.571
10-Jul-17,23:15:00,30.469
10-Jul-17,23:45:00,30.369
11-Jul-17,0:15:00,30.293
11-Jul-17,0:45:00,30.217
11-Jul-17,1:15:00,30.167
11-Jul-17,1:45:00,30.117
11-Jul-17,2:15:00,30.066
11-Jul-17,2:45:00,30.016
11-Jul-17,3:15:00,29.966
11-Jul-17,3:45:00,29.966
11-Jul-17,4:15:00,29.941
11-Jul-17,4:45:00,29.916
11-Jul-17,5:15:00,29.89
11-Jul-17,5:45:00,29.865
