Date,Time,Temp
05-Jul-17,14:45:00,29.065
05-Jul-17,15:15:00,29.315
05-Jul-17,15:45:00,29.49
05-Jul-17,16:15:00,29.615
05-Jul-17,16:45:00,29.365
05-Jul-17,17:15:00,29.389
05-Jul-17,17:45:00,29.165
05-Jul-17,18:15:00,29.09
05-Jul-17,18:45:00,29.065
05-Jul-17,19:15:00,29.015
05-Jul-17,19:45:00,28.965
05-Jul-17,20:15:00,28.941
05-Jul-17,20:45:00,28.916
05-Jul-17,21:15:00,28.916
05-Jul-17,21:45:00,28.891
05-Jul-17,22:15:00,28.891
05-Jul-17,22:45:00,28.891
05-Jul-17,23:15:00,28.866
05-Jul-17,23:45:00,28.866
06-Jul-17,0:15:00,28.841
06-Jul-17,0:45:00,28.816
06-Jul-17,1:15:00,28.816
06-Jul-17,1:45:00,28.766
06-Jul-17,2:15:00,28.742
06-Jul-17,2:45:00,28.742
06-Jul-17,3:15:00,28.717
06-Jul-17,3:45:00,28.692
06-Jul-17,4:15:00,28.667
06-Jul-17,4:45:00,28.642
06-Jul-17,5:15:00,28.617
06-Jul-17,5:45:00,28.617
06-Jul-17,6:15:00,28.593
06-Jul-17,6:45:00,28.593
06-Jul-17,7:15:00,28.593
06-Jul-17,7:45:00,28.593
06-Jul-17,8:15:00,28.593
06-Jul-17,8:45:00,28.593
06-Jul-17,9:15:00,28.617
06-Jul-17,9:45:00,28.642
06-Jul-17,10:15:00,28.642
06-Jul-17,10:45:00,28.667
06-Jul-17,11:15:00,28.717
06-Jul-17,11:45:00,28.642
06-Jul-17,12:15:00,28.667
06-Jul-17,12:45:00,28.816
06-Jul-17,13:15:00,28.816
06-Jul-17,13:45:00,28.866
06-Jul-17,14:15:00,28.891
06-Jul-17,14:45:00,28.841
06-Jul-17,15:15:00,28.866
06-Jul-17,15:45:00,28.816
06-Jul-17,16:15:00,28.791
06-Jul-17,16:45:00,28.742
06-Jul-17,17:15:00,28.742
06-Jul-17,17:45:00,28.816
06-Jul-17,18:15:00,28.791
06-Jul-17,18:45:00,28.791
06-Jul-17,19:15:00,28.766
06-Jul-17,19:45:00,28.742
06-Jul-17,20:15:00,28.717
06-Jul-17,20:45:00,28.717
06-Jul-17,21:15:00,28.717
06-Jul-17,21:45:00,28.667
06-Jul-17,22:15:00,28.667
06-Jul-17,22:45:00,28.642
06-Jul-17,23:15:00,28.593
06-Jul-17,23:45:00,28.568
07-Jul-17,0:15:00,28.543
07-Jul-17,0:45:00,28.543
07-Jul-17,1:15:00,28.518
07-Jul-17,1:45:00,28.493
07-Jul-17,2:15:00,28.468
07-Jul-17,2:45:00,28.444
07-Jul-17,3:15:00,28.419
07-Jul-17,3:45:00,28.419
07-Jul-17,4:15:00,28.369
07-Jul-17,4:45:00,28.369
07-Jul-17,5:15:00,28.345
07-Jul-17,5:45:00,28.32
07-Jul-17,6:15:00,28.32
07-Jul-17,6:45:00,28.295
07-Jul-17,7:15:00,28.295
07-Jul-17,7:45:00,28.27
07-Jul-17,8:15:00,28.245
07-Jul-17,8:45:00,28.245
07-Jul-17,9:15:00,28.245
07-Jul-17,9:45:00,28.27
07-Jul-17,10:15:00,28.345
07-Jul-17,10:45:00,28.32
07-Jul-17,11:15:00,28.369
07-Jul-17,11:45:00,28.345
07-Jul-17,12:15:00,28.295
07-Jul-17,12:45:00,28.27
07-Jul-17,13:15:00,28.394
07-Jul-17,13:45:00,29.09
07-Jul-17,14:15:00,28.916
07-Jul-17,14:45:00,28.891
07-Jul-17,15:15:00,29.115
07-Jul-17,15:45:00,28.717
07-Jul-17,16:15:00,28.518
07-Jul-17,16:45:00,28.493
07-Jul-17,17:15:00,28.369
07-Jul-17,17:45:00,28.32
07-Jul-17,18:15:00,28.32
07-Jul-17,18:45:00,28.245
07-Jul-17,19:15:00,28.245
07-Jul-17,19:45:00,28.27
07-Jul-17,20:15:00,28.295
07-Jul-17,20:45:00,28.295
07-Jul-17,21:15:00,28.245
07-Jul-17,21:45:00,28.221
07-Jul-17,22:15:00,28.221
07-Jul-17,22:45:00,28.221
07-Jul-17,23:15:00,28.245
07-Jul-17,23:45:00,28.221
08-Jul-17,0:15:00,28.221
08-Jul-17,0:45:00,28.221
08-Jul-17,1:15:00,28.196
08-Jul-17,1:45:00,28.196
08-Jul-17,2:15:00,28.196
08-Jul-17,2:45:00,28.196
08-Jul-17,3:15:00,28.171
08-Jul-17,3:45:00,28.171
08-Jul-17,4:15:00,28.171
08-Jul-17,4:45:00,28.171
08-Jul-17,5:15:00,28.196
08-Jul-17,5:45:00,28.196
08-Jul-17,6:15:00,28.171
08-Jul-17,6:45:00,28.171
08-Jul-17,7:15:00,28.196
08-Jul-17,7:45:00,28.221
08-Jul-17,8:15:00,28.221
08-Jul-17,8:45:00,28.147
08-Jul-17,9:15:00,28.097
08-Jul-17,9:45:00,28.147
08-Jul-17,10:15:00,28.196
08-Jul-17,10:45:00,28.245
08-Jul-17,11:15:00,28.345
08-Jul-17,11:45:00,28.444
08-Jul-17,12:15:00,28.568
08-Jul-17,12:45:00,28.916
08-Jul-17,13:15:00,29.19
08-Jul-17,13:45:00,29.414
08-Jul-17,14:15:00,29.54
08-Jul-17,14:45:00,29.665
08-Jul-17,15:15:00,29.74
08-Jul-17,15:45:00,29.79
08-Jul-17,16:15:00,29.916
08-Jul-17,16:45:00,29.389
08-Jul-17,17:15:00,29.89
08-Jul-17,17:45:00,29.389
08-Jul-17,18:15:00,29.24
08-Jul-17,18:45:00,29.14
08-Jul-17,19:15:00,29.04
08-Jul-17,19:45:00,29.015
08-Jul-17,20:15:00,28.99
