Tank,Date,Time,Temp
2,30-Jul-17,14:00:00,30.066
2,30-Jul-17,14:30:00,30.041
2,30-Jul-17,15:00:00,30.192
2,30-Jul-17,15:30:00,30.217
2,30-Jul-17,16:00:00,30.293
2,30-Jul-17,16:30:00,30.318
2,30-Jul-17,17:00:00,30.318
2,30-Jul-17,17:30:00,30.243
2,30-Jul-17,18:00:00,30.268
2,30-Jul-17,18:30:00,30.142
2,30-Jul-17,19:00:00,30.066
2,30-Jul-17,19:30:00,29.966
2,30-Jul-17,20:00:00,29.865
2,30-Jul-17,20:30:00,29.815
2,30-Jul-17,21:00:00,29.765
2,30-Jul-17,21:30:00,29.765
2,30-Jul-17,22:00:00,29.74
2,30-Jul-17,22:30:00,29.74
2,30-Jul-17,23:00:00,29.715
2,30-Jul-17,23:30:00,29.69
2,31-Jul-17,0:00:00,29.64
2,31-Jul-17,0:30:00,29.64
2,31-Jul-17,1:00:00,29.615
2,31-Jul-17,1:30:00,29.59
2,31-Jul-17,2:00:00,29.565
2,31-Jul-17,2:30:00,29.54
2,31-Jul-17,3:00:00,29.515
2,31-Jul-17,3:30:00,29.464
2,31-Jul-17,4:00:00,29.439
2,31-Jul-17,4:30:00,29.414
2,31-Jul-17,5:00:00,29.389
2,31-Jul-17,5:30:00,29.365
2,31-Jul-17,6:00:00,29.34
2,31-Jul-17,6:30:00,29.315
2,31-Jul-17,7:00:00,29.315
2,31-Jul-17,7:30:00,29.29
2,31-Jul-17,8:00:00,29.29
2,31-Jul-17,8:30:00,29.315
2,31-Jul-17,9:00:00,29.29
2,31-Jul-17,9:30:00,29.29
2,31-Jul-17,10:00:00,29.315
2,31-Jul-17,10:30:00,29.389
2,31-Jul-17,11:00:00,29.315
2,31-Jul-17,11:30:00,29.34
2,31-Jul-17,12:00:00,29.389
2,31-Jul-17,12:30:00,29.515
2,31-Jul-17,13:00:00,29.665
2,31-Jul-17,13:30:00,29.765
2,31-Jul-17,14:00:00,29.941
2,31-Jul-17,14:30:00,29.916
2,31-Jul-17,15:00:00,30.091
2,31-Jul-17,15:30:00,29.991
2,31-Jul-17,16:00:00,29.991
2,31-Jul-17,16:30:00,29.966
2,31-Jul-17,17:00:00,29.89
2,31-Jul-17,17:30:00,29.765
2,31-Jul-17,18:00:00,29.74
2,31-Jul-17,18:30:00,29.74
2,31-Jul-17,19:00:00,29.69
2,31-Jul-17,19:30:00,29.64
2,31-Jul-17,20:00:00,29.59
2,31-Jul-17,20:30:00,29.54
2,31-Jul-17,21:00:00,29.414
2,31-Jul-17,21:30:00,29.34
2,31-Jul-17,22:00:00,29.315
2,31-Jul-17,22:30:00,29.29
2,31-Jul-17,23:00:00,29.265
2,31-Jul-17,23:30:00,29.24
3,12-Jul-17,0:00:00,30.748
3,12-Jul-17,0:00:00,30.773
3,12-Jul-17,0:30:00,30.52
3,12-Jul-17,0:30:00,30.52
3,12-Jul-17,1:00:00,30.293
3,12-Jul-17,1:00:00,30.318
3,12-Jul-17,1:30:00,30.091
3,12-Jul-17,1:30:00,30.117
3,12-Jul-17,2:00:00,29.89
3,12-Jul-17,2:00:00,29.916
3,12-Jul-17,2:30:00,29.69
3,12-Jul-17,2:30:00,29.715
3,12-Jul-17,3:00:00,29.49
3,12-Jul-17,3:00:00,29.54
3,12-Jul-17,3:30:00,29.34
3,12-Jul-17,3:30:00,29.365
3,12-Jul-17,4:00:00,29.165
3,12-Jul-17,4:00:00,29.19
3,12-Jul-17,4:30:00,29.015
3,12-Jul-17,4:30:00,29.065
3,12-Jul-17,5:00:00,28.891
3,12-Jul-17,5:00:00,28.916
3,12-Jul-17,5:30:00,28.742
3,12-Jul-17,5:30:00,28.791
3,12-Jul-17,6:00:00,28.617
3,12-Jul-17,6:00:00,28.642
3,12-Jul-17,6:30:00,28.493
3,12-Jul-17,6:30:00,28.543
3,12-Jul-17,7:00:00,28.394
3,12-Jul-17,7:00:00,28.444
3,12-Jul-17,7:30:00,28.32
3,12-Jul-17,7:30:00,28.369
3,12-Jul-17,8:00:00,28.295
3,12-Jul-17,8:00:00,28.345
3,12-Jul-17,8:30:00,28.245
3,12-Jul-17,8:30:00,28.295
3,12-Jul-17,9:00:00,28.245
3,12-Jul-17,9:00:00,28.295
3,12-Jul-17,9:30:00,28.27
3,12-Jul-17,9:30:00,28.32
3,12-Jul-17,10:00:00,28.642
3,12-Jul-17,10:00:00,28.717
3,12-Jul-17,10:30:00,28.965
3,12-Jul-17,10:30:00,29.015
3,12-Jul-17,11:00:00,29.14
3,12-Jul-17,11:00:00,29.215
3,12-Jul-17,11:30:00,29.414
3,12-Jul-17,11:30:00,29.515
3,12-Jul-17,12:00:00,29.715
3,12-Jul-17,12:00:00,29.79
3,12-Jul-17,12:30:00,30.142
3,12-Jul-17,12:30:00,30.243
3,12-Jul-17,13:00:00,30.621
3,12-Jul-17,13:00:00,30.722
3,12-Jul-17,13:30:00,31.306
3,12-Jul-17,13:30:00,31.357
3,12-Jul-17,14:00:00,31.74
3,12-Jul-17,14:00:00,31.816
3,12-Jul-17,14:30:00,32.098
3,12-Jul-17,14:30:00,32.15
3,12-Jul-17,15:00:00,32.433
3,12-Jul-17,15:00:00,32.484
3,12-Jul-17,15:30:00,32.82
3,12-Jul-17,15:30:00,32.846
3,12-Jul-17,16:00:00,33.209
3,12-Jul-17,16:00:00,33.235
3,12-Jul-17,16:30:00,33.574
3,12-Jul-17,16:30:00,33.6
3,12-Jul-17,17:00:00,33.809
3,12-Jul-17,17:00:00,33.835
3,12-Jul-17,17:30:00,33.887
3,12-Jul-17,17:30:00,33.887
3,12-Jul-17,18:00:00,33.757
3,12-Jul-17,18:00:00,33.757
3,12-Jul-17,18:30:00,33.574
3,12-Jul-17,18:30:00,33.574
3,12-Jul-17,19:00:00,33.261
3,12-Jul-17,19:00:00,33.261
3,12-Jul-17,19:30:00,32.717
3,12-Jul-17,19:30:00,32.742
3,12-Jul-17,20:00:00,31.996
3,12-Jul-17,20:00:00,31.459
3,12-Jul-17,20:30:00,32.227
3,12-Jul-17,20:30:00,30.874
3,12-Jul-17,21:00:00,31.408
3,12-Jul-17,21:00:00,30.369
3,12-Jul-17,21:30:00,31.026
3,12-Jul-17,21:30:00,30.041
3,12-Jul-17,22:00:00,30.925
3,12-Jul-17,22:00:00,29.79
3,12-Jul-17,22:30:00,30.874
3,12-Jul-17,22:30:00,29.565
3,12-Jul-17,23:00:00,30.849
3,12-Jul-17,23:00:00,29.389
3,12-Jul-17,23:30:00,30.849
3,12-Jul-17,23:30:00,29.265
3,13-Jul-17,0:00:00,30.849
3,13-Jul-17,0:00:00,29.165
3,13-Jul-17,0:30:00,30.824
3,13-Jul-17,0:30:00,29.64
3,13-Jul-17,1:00:00,30.773
3,13-Jul-17,1:00:00,30.419
3,13-Jul-17,1:30:00,30.748
3,13-Jul-17,1:30:00,30.571
3,13-Jul-17,2:00:00,30.722
3,13-Jul-17,2:00:00,30.571
3,13-Jul-17,2:30:00,30.697
3,13-Jul-17,2:30:00,30.545
3,13-Jul-17,3:00:00,30.672
3,13-Jul-17,3:00:00,30.545
3,13-Jul-17,3:30:00,30.672
3,13-Jul-17,3:30:00,30.545
3,13-Jul-17,4:00:00,30.596
3,13-Jul-17,4:00:00,30.495
3,13-Jul-17,4:30:00,30.545
3,13-Jul-17,4:30:00,30.444
3,13-Jul-17,5:00:00,30.52
3,13-Jul-17,5:00:00,30.394
3,13-Jul-17,5:30:00,30.495
3,13-Jul-17,5:30:00,30.369
3,13-Jul-17,6:00:00,30.444
3,13-Jul-17,6:00:00,30.343
3,13-Jul-17,6:30:00,30.419
3,13-Jul-17,6:30:00,30.318
3,13-Jul-17,7:00:00,30.419
3,13-Jul-17,7:00:00,30.318
3,13-Jul-17,7:30:00,30.444
3,13-Jul-17,7:30:00,30.318
3,13-Jul-17,8:00:00,30.469
3,13-Jul-17,8:00:00,30.369
3,13-Jul-17,8:30:00,30.52
3,13-Jul-17,8:30:00,30.419
3,13-Jul-17,9:00:00,30.52
3,13-Jul-17,9:00:00,30.369
3,13-Jul-17,9:30:00,30.469
3,13-Jul-17,9:30:00,30.343
3,13-Jul-17,10:00:00,30.495
3,13-Jul-17,10:00:00,30.394
3,13-Jul-17,10:30:00,30.444
3,13-Jul-17,10:30:00,30.369
3,13-Jul-17,11:00:00,29.79
3,13-Jul-17,11:00:00,29.865
3,13-Jul-17,11:30:00,29.89
3,13-Jul-17,11:30:00,29.966
3,13-Jul-17,12:00:00,30.243
3,13-Jul-17,12:00:00,30.444
3,13-Jul-17,12:30:00,30.773
3,13-Jul-17,12:30:00,31.026
3,13-Jul-17,13:00:00,31.281
3,13-Jul-17,13:00:00,31.484
3,13-Jul-17,13:30:00,31.74
3,13-Jul-17,13:30:00,31.893
3,13-Jul-17,14:00:00,32.15
3,13-Jul-17,14:00:00,32.227
3,13-Jul-17,14:30:00,32.381
3,13-Jul-17,14:30:00,32.484
3,13-Jul-17,15:00:00,32.613
3,13-Jul-17,15:00:00,32.768
3,13-Jul-17,15:30:00,32.975
3,13-Jul-17,15:30:00,32.975
3,13-Jul-17,16:00:00,32.924
3,13-Jul-17,16:00:00,33.105
3,13-Jul-17,16:30:00,33.053
3,13-Jul-17,16:30:00,33.131
3,13-Jul-17,17:00:00,33.079
3,13-Jul-17,17:00:00,33.209
3,13-Jul-17,17:30:00,32.949
3,13-Jul-17,17:30:00,32.975
3,13-Jul-17,18:00:00,33.001
3,13-Jul-17,18:00:00,33.001
3,13-Jul-17,18:30:00,32.768
3,13-Jul-17,18:30:00,32.82
3,13-Jul-17,19:00:00,32.458
3,13-Jul-17,19:00:00,32.51
3,13-Jul-17,19:30:00,31.919
3,13-Jul-17,19:30:00,29.89
3,13-Jul-17,20:00:00,31.026
3,13-Jul-17,20:00:00,30.773
3,13-Jul-17,20:30:00,30.571
3,13-Jul-17,20:30:00,30.748
3,13-Jul-17,21:00:00,30.419
3,13-Jul-17,21:00:00,30.722
3,13-Jul-17,21:30:00,30.419
3,13-Jul-17,21:30:00,30.722
3,13-Jul-17,22:00:00,30.419
3,13-Jul-17,22:00:00,30.722
3,13-Jul-17,22:30:00,30.394
3,13-Jul-17,22:30:00,30.697
3,13-Jul-17,23:00:00,30.343
3,13-Jul-17,23:00:00,30.672
3,13-Jul-17,23:30:00,30.394
3,13-Jul-17,23:30:00,30.697
3,14-Jul-17,0:00:00,30.369
3,14-Jul-17,0:00:00,30.672
3,14-Jul-17,0:30:00,30.369
3,14-Jul-17,0:30:00,30.672
3,14-Jul-17,1:00:00,30.343
3,14-Jul-17,1:00:00,30.646
3,14-Jul-17,1:30:00,30.293
3,14-Jul-17,1:30:00,30.621
3,14-Jul-17,2:00:00,30.293
3,14-Jul-17,2:00:00,30.596
3,14-Jul-17,2:30:00,30.268
3,14-Jul-17,2:30:00,30.596
3,14-Jul-17,3:00:00,30.268
3,14-Jul-17,3:00:00,30.571
3,14-Jul-17,3:30:00,30.167
3,14-Jul-17,3:30:00,30.469
3,14-Jul-17,4:00:00,30.142
3,14-Jul-17,4:00:00,30.444
3,14-Jul-17,4:30:00,30.117
3,14-Jul-17,4:30:00,30.444
3,14-Jul-17,5:00:00,30.091
3,14-Jul-17,5:00:00,30.394
3,14-Jul-17,5:30:00,30.066
3,14-Jul-17,5:30:00,30.369
3,14-Jul-17,6:00:00,30.016
3,14-Jul-17,6:00:00,30.343
3,14-Jul-17,6:30:00,29.991
3,14-Jul-17,6:30:00,30.318
3,14-Jul-17,7:00:00,29.991
3,14-Jul-17,7:00:00,30.293
3,14-Jul-17,7:30:00,30.016
3,14-Jul-17,7:30:00,30.343
3,14-Jul-17,8:00:00,30.066
3,14-Jul-17,8:00:00,30.343
3,14-Jul-17,8:30:00,30.066
3,14-Jul-17,8:30:00,30.318
3,14-Jul-17,9:00:00,30.091
3,14-Jul-17,9:00:00,30.318
3,14-Jul-17,9:30:00,30.091
3,14-Jul-17,9:30:00,30.293
3,14-Jul-17,10:00:00,30.091
3,14-Jul-17,10:00:00,30.016
3,14-Jul-17,10:30:00,30.066
3,14-Jul-17,10:30:00,30.066
3,14-Jul-17,11:00:00,30.167
3,14-Jul-17,11:00:00,30.217
3,14-Jul-17,11:30:00,30.369
3,14-Jul-17,11:30:00,30.394
3,14-Jul-17,12:00:00,30.596
3,14-Jul-17,12:00:00,30.925
3,14-Jul-17,12:30:00,31.23
3,14-Jul-17,12:30:00,31.255
3,14-Jul-17,13:00:00,31.484
3,14-Jul-17,13:00:00,31.586
3,14-Jul-17,13:30:00,31.561
3,14-Jul-17,13:30:00,31.893
3,14-Jul-17,14:00:00,31.74
3,14-Jul-17,14:00:00,32.124
3,14-Jul-17,14:30:00,31.919
3,14-Jul-17,14:30:00,32.304
3,14-Jul-17,15:00:00,32.073
3,14-Jul-17,15:00:00,32.562
3,14-Jul-17,15:30:00,32.253
3,14-Jul-17,15:30:00,32.768
3,14-Jul-17,16:00:00,32.33
3,14-Jul-17,16:00:00,32.949
3,14-Jul-17,16:30:00,32.458
3,14-Jul-17,16:30:00,33.105
3,14-Jul-17,17:00:00,32.433
3,14-Jul-17,17:00:00,33.183
3,14-Jul-17,17:30:00,32.175
3,14-Jul-17,17:30:00,32.975
3,14-Jul-17,18:00:00,31.996
3,14-Jul-17,18:00:00,32.691
3,14-Jul-17,18:30:00,32.381
3,14-Jul-17,18:30:00,32.458
3,14-Jul-17,19:00:00,31.663
3,14-Jul-17,19:00:00,31.433
3,14-Jul-17,19:30:00,30.925
3,14-Jul-17,19:30:00,30.95
3,14-Jul-17,20:00:00,30.672
3,14-Jul-17,20:00:00,30.798
3,14-Jul-17,20:30:00,30.596
3,14-Jul-17,20:30:00,30.798
3,14-Jul-17,21:00:00,30.571
3,14-Jul-17,21:00:00,30.798
3,14-Jul-17,21:30:00,30.545
3,14-Jul-17,21:30:00,30.824
3,14-Jul-17,22:00:00,30.571
3,14-Jul-17,22:00:00,30.824
3,14-Jul-17,22:30:00,30.571
3,14-Jul-17,22:30:00,30.824
3,14-Jul-17,23:00:00,30.545
3,14-Jul-17,23:00:00,30.824
3,14-Jul-17,23:30:00,30.545
3,14-Jul-17,23:30:00,30.824
3,15-Jul-17,0:00:00,30.545
3,15-Jul-17,0:00:00,30.824
3,15-Jul-17,0:30:00,30.52
3,15-Jul-17,0:30:00,30.798
3,15-Jul-17,1:00:00,30.495
3,15-Jul-17,1:00:00,30.748
3,15-Jul-17,1:30:00,30.495
3,15-Jul-17,1:30:00,30.773
3,15-Jul-17,2:00:00,30.444
3,15-Jul-17,2:00:00,30.722
3,15-Jul-17,2:30:00,30.394
3,15-Jul-17,2:30:00,30.672
3,15-Jul-17,3:00:00,30.369
3,15-Jul-17,3:00:00,30.672
3,15-Jul-17,3:30:00,30.343
3,15-Jul-17,3:30:00,30.646
3,15-Jul-17,4:00:00,30.318
3,15-Jul-17,4:00:00,30.596
3,15-Jul-17,4:30:00,30.268
3,15-Jul-17,4:30:00,30.571
3,15-Jul-17,5:00:00,30.243
3,15-Jul-17,5:00:00,30.545
3,15-Jul-17,5:30:00,30.217
3,15-Jul-17,5:30:00,30.495
3,15-Jul-17,6:00:00,30.167
3,15-Jul-17,6:00:00,30.444
3,15-Jul-17,6:30:00,30.142
3,15-Jul-17,6:30:00,30.419
3,15-Jul-17,7:00:00,30.091
3,15-Jul-17,7:00:00,30.394
3,15-Jul-17,7:30:00,30.117
3,15-Jul-17,7:30:00,30.419
3,15-Jul-17,8:00:00,30.142
3,15-Jul-17,8:00:00,30.419
3,15-Jul-17,8:30:00,30.142
3,15-Jul-17,8:30:00,30.394
3,15-Jul-17,9:00:00,30.142
3,15-Jul-17,9:00:00,30.343
3,15-Jul-17,9:30:00,30.117
3,15-Jul-17,9:30:00,30.343
3,15-Jul-17,10:00:00,30.091
3,15-Jul-17,10:00:00,30.268
3,15-Jul-17,10:30:00,30.117
3,15-Jul-17,10:30:00,30.117
3,15-Jul-17,11:00:00,30.217
3,15-Jul-17,11:00:00,30.192
3,15-Jul-17,11:30:00,30.394
3,15-Jul-17,11:30:00,30.343
3,15-Jul-17,12:00:00,30.621
3,15-Jul-17,12:00:00,30.849
3,15-Jul-17,12:30:00,31.153
3,15-Jul-17,12:30:00,31.255
3,15-Jul-17,13:00:00,31.408
3,15-Jul-17,13:00:00,31.586
3,15-Jul-17,13:30:00,31.561
3,15-Jul-17,13:30:00,31.893
3,15-Jul-17,14:00:00,31.689
3,15-Jul-17,14:00:00,32.098
3,15-Jul-17,14:30:00,31.842
3,15-Jul-17,14:30:00,32.304
3,15-Jul-17,15:00:00,32.021
3,15-Jul-17,15:00:00,32.484
3,15-Jul-17,15:30:00,32.175
3,15-Jul-17,15:30:00,32.691
3,15-Jul-17,16:00:00,32.355
3,15-Jul-17,16:00:00,32.898
3,15-Jul-17,16:30:00,32.51
3,15-Jul-17,16:30:00,33.053
3,15-Jul-17,17:00:00,32.536
3,15-Jul-17,17:00:00,33.131
3,15-Jul-17,17:30:00,32.433
3,15-Jul-17,17:30:00,33.105
3,15-Jul-17,18:00:00,32.227
3,15-Jul-17,18:00:00,32.872
3,15-Jul-17,18:30:00,32.124
3,15-Jul-17,18:30:00,32.639
3,15-Jul-17,19:00:00,31.714
3,15-Jul-17,19:00:00,31.765
3,15-Jul-17,19:30:00,30.849
3,15-Jul-17,19:30:00,30.9
3,15-Jul-17,20:00:00,30.621
3,15-Jul-17,20:00:00,30.798
3,15-Jul-17,20:30:00,30.571
3,15-Jul-17,20:30:00,30.773
3,15-Jul-17,21:00:00,30.52
3,15-Jul-17,21:00:00,30.748
3,15-Jul-17,21:30:00,30.495
3,15-Jul-17,21:30:00,30.748
3,15-Jul-17,22:00:00,30.495
3,15-Jul-17,22:00:00,30.748
3,15-Jul-17,22:30:00,30.469
3,15-Jul-17,22:30:00,30.748
3,15-Jul-17,23:00:00,30.495
3,15-Jul-17,23:00:00,30.748
3,15-Jul-17,23:30:00,30.469
3,15-Jul-17,23:30:00,30.748
3,16-Jul-17,0:00:00,30.444
3,16-Jul-17,0:00:00,30.722
3,16-Jul-17,0:30:00,30.444
3,16-Jul-17,0:30:00,30.697
3,16-Jul-17,1:00:00,30.444
3,16-Jul-17,1:00:00,30.722
3,16-Jul-17,1:30:00,30.444
3,16-Jul-17,1:30:00,30.697
3,16-Jul-17,2:00:00,30.419
3,16-Jul-17,2:00:00,30.672
3,16-Jul-17,2:30:00,30.394
3,16-Jul-17,2:30:00,30.672
3,16-Jul-17,3:00:00,30.318
3,16-Jul-17,3:00:00,30.596
3,16-Jul-17,3:30:00,30.293
3,16-Jul-17,3:30:00,30.571
3,16-Jul-17,4:00:00,30.268
3,16-Jul-17,4:00:00,30.545
3,16-Jul-17,4:30:00,30.268
3,16-Jul-17,4:30:00,30.545
3,16-Jul-17,5:00:00,30.142
3,16-Jul-17,5:00:00,30.369
3,16-Jul-17,5:30:00,29.966
3,16-Jul-17,5:30:00,30.243
3,16-Jul-17,6:00:00,29.941
3,16-Jul-17,6:00:00,30.268
3,16-Jul-17,6:30:00,30.016
3,16-Jul-17,6:30:00,30.343
3,16-Jul-17,7:00:00,30.066
3,16-Jul-17,7:00:00,30.343
3,16-Jul-17,7:30:00,30.117
3,16-Jul-17,7:30:00,30.394
3,16-Jul-17,8:00:00,30.167
3,16-Jul-17,8:00:00,30.419
3,16-Jul-17,8:30:00,30.192
3,16-Jul-17,8:30:00,30.444
3,16-Jul-17,9:00:00,30.192
3,16-Jul-17,9:00:00,30.419
3,16-Jul-17,9:30:00,30.192
3,16-Jul-17,9:30:00,30.419
3,16-Jul-17,10:00:00,30.217
3,16-Jul-17,10:00:00,30.142
3,16-Jul-17,10:30:00,30.217
3,16-Jul-17,10:30:00,30.167
3,16-Jul-17,11:00:00,30.293
3,16-Jul-17,11:00:00,30.217
3,16-Jul-17,11:30:00,30.444
3,16-Jul-17,11:30:00,30.369
3,16-Jul-17,12:00:00,30.672
3,16-Jul-17,12:00:00,30.824
3,16-Jul-17,12:30:00,31.153
3,16-Jul-17,12:30:00,31.382
3,16-Jul-17,13:00:00,31.51
3,16-Jul-17,13:00:00,31.765
3,16-Jul-17,13:30:00,31.842
3,16-Jul-17,13:30:00,32.124
3,16-Jul-17,14:00:00,31.944
3,16-Jul-17,14:00:00,32.175
3,16-Jul-17,14:30:00,31.996
3,16-Jul-17,14:30:00,32.227
3,16-Jul-17,15:00:00,32.227
3,16-Jul-17,15:00:00,32.458
3,16-Jul-17,15:30:00,32.355
3,16-Jul-17,15:30:00,32.717
3,16-Jul-17,16:00:00,32.484
3,16-Jul-17,16:00:00,32.924
3,16-Jul-17,16:30:00,32.587
3,16-Jul-17,16:30:00,33.053
3,16-Jul-17,17:00:00,32.587
3,16-Jul-17,17:00:00,33.105
3,16-Jul-17,17:30:00,32.484
3,16-Jul-17,17:30:00,33.053
3,16-Jul-17,18:00:00,32.458
3,16-Jul-17,18:00:00,32.975
3,16-Jul-17,18:30:00,32.227
3,16-Jul-17,18:30:00,32.742
3,16-Jul-17,19:00:00,31.586
3,16-Jul-17,19:00:00,31.484
3,16-Jul-17,19:30:00,31.077
3,16-Jul-17,19:30:00,31.077
3,16-Jul-17,20:00:00,30.9
3,16-Jul-17,20:00:00,30.976
3,16-Jul-17,20:30:00,30.849
3,16-Jul-17,20:30:00,30.95
3,16-Jul-17,21:00:00,30.824
3,16-Jul-17,21:00:00,30.976
3,16-Jul-17,21:30:00,30.824
3,16-Jul-17,21:30:00,30.976
3,16-Jul-17,22:00:00,30.824
3,16-Jul-17,22:00:00,30.976
3,16-Jul-17,22:30:00,30.798
3,16-Jul-17,22:30:00,30.95
3,16-Jul-17,23:00:00,30.748
3,16-Jul-17,23:00:00,30.925
3,16-Jul-17,23:30:00,30.748
3,16-Jul-17,23:30:00,30.9
3,17-Jul-17,0:00:00,30.697
3,17-Jul-17,0:00:00,30.874
3,17-Jul-17,0:30:00,30.672
3,17-Jul-17,0:30:00,30.874
3,17-Jul-17,1:00:00,30.646
3,17-Jul-17,1:00:00,30.849
3,17-Jul-17,1:30:00,30.621
3,17-Jul-17,1:30:00,30.824
3,17-Jul-17,2:00:00,30.596
3,17-Jul-17,2:00:00,30.824
3,17-Jul-17,2:30:00,30.571
3,17-Jul-17,2:30:00,30.773
3,17-Jul-17,3:00:00,30.52
3,17-Jul-17,3:00:00,30.722
3,17-Jul-17,3:30:00,30.444
3,17-Jul-17,3:30:00,30.672
3,17-Jul-17,4:00:00,30.419
3,17-Jul-17,4:00:00,30.646
3,17-Jul-17,4:30:00,30.394
3,17-Jul-17,4:30:00,30.621
3,17-Jul-17,5:00:00,30.394
3,17-Jul-17,5:00:00,30.596
3,17-Jul-17,5:30:00,30.369
3,17-Jul-17,5:30:00,30.571
3,17-Jul-17,6:00:00,30.343
3,17-Jul-17,6:00:00,30.545
3,17-Jul-17,6:30:00,30.167
3,17-Jul-17,6:30:00,30.394
3,17-Jul-17,7:00:00,29.966
3,17-Jul-17,7:00:00,30.192
3,17-Jul-17,7:30:00,30.016
3,17-Jul-17,7:30:00,30.293
3,17-Jul-17,8:00:00,30.142
3,17-Jul-17,8:00:00,30.444
3,17-Jul-17,8:30:00,30.243
3,17-Jul-17,8:30:00,30.142
3,17-Jul-17,9:00:00,30.318
3,17-Jul-17,9:00:00,30.192
3,17-Jul-17,9:30:00,30.016
3,17-Jul-17,9:30:00,30.041
3,17-Jul-17,10:00:00,29.865
3,17-Jul-17,10:00:00,29.84
3,17-Jul-17,10:30:00,29.89
3,17-Jul-17,10:30:00,29.765
3,17-Jul-17,11:00:00,29.815
3,17-Jul-17,11:00:00,29.665
3,17-Jul-17,11:30:00,29.665
3,17-Jul-17,11:30:00,29.54
3,17-Jul-17,12:00:00,29.84
3,17-Jul-17,12:00:00,29.69
3,17-Jul-17,12:30:00,29.991
3,17-Jul-17,12:30:00,29.69
3,17-Jul-17,13:00:00,30.117
3,17-Jul-17,13:00:00,29.815
3,17-Jul-17,13:30:00,30.167
3,17-Jul-17,13:30:00,29.89
3,17-Jul-17,14:00:00,30.318
3,17-Jul-17,14:00:00,30.117
3,17-Jul-17,14:30:00,30.167
3,17-Jul-17,14:30:00,30.066
3,17-Jul-17,15:00:00,29.966
3,17-Jul-17,15:00:00,30.041
3,17-Jul-17,15:30:00,29.79
3,17-Jul-17,15:30:00,29.865
3,17-Jul-17,16:00:00,29.54
3,17-Jul-17,16:00:00,29.615
3,17-Jul-17,16:30:00,29.439
3,17-Jul-17,16:30:00,29.414
3,17-Jul-17,17:00:00,29.389
3,17-Jul-17,17:00:00,29.265
3,17-Jul-17,17:30:00,29.515
3,17-Jul-17,17:30:00,29.24
3,17-Jul-17,18:00:00,29.79
3,17-Jul-17,18:00:00,29.29
3,17-Jul-17,18:30:00,29.84
3,17-Jul-17,18:30:00,29.365
3,17-Jul-17,19:00:00,29.89
3,17-Jul-17,19:00:00,29.439
3,17-Jul-17,19:30:00,29.815
3,17-Jul-17,19:30:00,29.515
3,17-Jul-17,20:00:00,29.79
3,17-Jul-17,20:00:00,29.966
3,17-Jul-17,20:30:00,29.84
3,17-Jul-17,20:30:00,30.066
3,17-Jul-17,21:00:00,29.765
3,17-Jul-17,21:00:00,29.991
3,17-Jul-17,21:30:00,29.74
3,17-Jul-17,21:30:00,29.991
3,17-Jul-17,22:00:00,29.715
3,17-Jul-17,22:00:00,29.966
3,17-Jul-17,22:30:00,29.715
3,17-Jul-17,22:30:00,29.966
3,17-Jul-17,23:00:00,29.74
3,17-Jul-17,23:00:00,29.966
3,17-Jul-17,23:30:00,29.715
3,17-Jul-17,23:30:00,29.966
3,18-Jul-17,0:00:00,29.69
3,18-Jul-17,0:00:00,29.916
3,18-Jul-17,0:30:00,29.615
3,18-Jul-17,0:30:00,29.865
3,18-Jul-17,1:00:00,29.615
3,18-Jul-17,1:00:00,29.865
3,18-Jul-17,1:30:00,29.665
3,18-Jul-17,1:30:00,29.89
3,18-Jul-17,2:00:00,29.54
3,18-Jul-17,2:00:00,29.74
3,18-Jul-17,2:30:00,29.515
3,18-Jul-17,2:30:00,29.74
3,18-Jul-17,3:00:00,29.515
3,18-Jul-17,3:00:00,29.74
3,18-Jul-17,3:30:00,29.49
3,18-Jul-17,3:30:00,29.715
3,18-Jul-17,4:00:00,29.49
3,18-Jul-17,4:00:00,29.715
3,18-Jul-17,4:30:00,29.515
3,18-Jul-17,4:30:00,29.74
3,18-Jul-17,5:00:00,29.565
3,18-Jul-17,5:00:00,29.765
3,18-Jul-17,5:30:00,29.565
3,18-Jul-17,5:30:00,29.765
3,18-Jul-17,6:00:00,29.565
3,18-Jul-17,6:00:00,29.74
3,18-Jul-17,6:30:00,29.565
3,18-Jul-17,6:30:00,29.765
3,18-Jul-17,7:00:00,29.54
3,18-Jul-17,7:00:00,29.74
3,18-Jul-17,7:30:00,29.115
3,18-Jul-17,7:30:00,29.315
3,18-Jul-17,8:00:00,28.444
3,18-Jul-17,8:00:00,28.742
3,18-Jul-17,8:30:00,28.468
3,18-Jul-17,8:30:00,28.941
3,18-Jul-17,9:00:00,28.841
3,18-Jul-17,9:00:00,29.29
3,18-Jul-17,9:30:00,29.065
3,18-Jul-17,9:30:00,29.414
3,18-Jul-17,10:00:00,29.165
3,18-Jul-17,10:00:00,28.965
3,18-Jul-17,10:30:00,29.19
3,18-Jul-17,10:30:00,29.015
3,18-Jul-17,11:00:00,29.365
3,18-Jul-17,11:00:00,29.165
3,18-Jul-17,11:30:00,29.54
3,18-Jul-17,11:30:00,29.34
3,18-Jul-17,12:00:00,29.765
3,18-Jul-17,12:00:00,29.765
3,18-Jul-17,12:30:00,29.991
3,18-Jul-17,12:30:00,30.041
3,18-Jul-17,13:00:00,30.571
3,18-Jul-17,13:00:00,30.469
3,18-Jul-17,13:30:00,30.773
