Well,562
A1,2.183
B1,0.767
C1,0.079
D1,0.724
E1,0.698
F1,0.425
G1,0.841
H1,0.741
A2,1.996
B2,0.788
C2,0.078
D2,0.745
E2,0.734
F2,0.522
G2,0.901
H2,0.664
A3,2.101
B3,0.77
C3,0.078
D3,0.749
E3,0.791
F3,0.492
G3,0.831
H3,0.758
A4,1.955
B4,0.437
C4,0.635
D4,0.743
E4,0.658
F4,0.768
G4,0.889
H4,0.727
A5,1.888
B5,0.483
C5,0.635
D5,0.771
E5,0.849
F5,0.766
G5,0.885
H5,0.662
A6,1.797
B6,0.422
C6,0.662
D6,0.747
E6,0.829
F6,0.759
G6,0.877
H6,0.775
A7,1.284
B7,0.272
C7,0.696
D7,0.736
E7,0.458
F7,0.738
G7,0.801
H7,0.64
A8,1.274
B8,0.267
C8,0.607
D8,0.737
E8,0.457
F8,0.747
G8,0.845
H8,0.689
A9,1.352
B9,0.278
C9,0.651
D9,0.776
E9,0.455
F9,0.767
G9,0.823
H9,0.687
A10,1.15
B10,0.118
C10,0.608
D10,0.693
E10,0.416
F10,0.683
G10,0.711
H10,0.603
A11,1.115
B11,0.119
C11,0.659
D11,0.716
E11,0.517
F11,0.608
G11,0.738
H11,0.639
A12,1.176
B12,0.121
C12,0.623
D12,0.74
E12,0.469
F12,0.747
G12,0.684
H12,0.626
