"","Fragment.ID","Intercept","umol.L.sec","V4","V5"
"1","AMB-B1",134.503462068966,-9.26108374384747e-05,NA,"Photo"
"2","AMB-B1",134.38039033635,0.000174972850678763,NA,"Resp"
"3","AMB-B2",135.114788786356,-0.000214063987308282,NA,"Photo"
"4","AMB-B2",134.809517320314,-7.99165383680594e-05,NA,"Resp"
"5","P-10",130.635835268801,0.00108847025067955,NA,"Photo"
"6","P-10",131.992740608755,-0.00167413485496324,NA,"Resp"
"7","P-12",134.593696941489,-0.0002273531452359,NA,"Photo"
"8","P-12",134.615415532213,-0.0032242156862745,NA,"Resp"
"9","P-18",135.047018432511,0.000756262272688444,NA,"Photo"
"10","P-18",136.402844747859,-0.00209664532857955,NA,"Resp"
"11","P-7",173.035722529869,0.000459437343706622,NA,"Photo"
"12","P-7",172.008877727273,-0.00539893939393943,NA,"Resp"
"13","P-8",133.934960242892,0.000132517288482894,NA,"Photo"
"14","P-8",134.26527435054,-0.0011382160864346,NA,"Resp"
"15","R-12",134.981083807245,0.000476548188653416,NA,"Photo"
"16","R-12",135.44708235827,-0.00148960549386323,NA,"Resp"
"17","R-13",134.71518440019,0.000532053105737268,NA,"Photo"
"18","R-13",135.884542677225,-0.00126183257918552,NA,"Resp"
"19","R-16",135.15391527451,0.00171787782805433,NA,"Photo"
"20","R-16",137.553635104588,-0.00131189271255065,NA,"Resp"
"21","R-3",134.304820856237,0.00138266737138828,NA,"Photo"
"22","R-3",136.097845295785,-0.00145678741398165,NA,"Resp"
"23","R-5",136.826175795918,0.00129848979591838,NA,"Photo"
"24","R-5",138.869289287697,-0.000827123034227606,NA,"Resp"
