Run,Well,Vial
1,A1,712
1,A2,BLANK
1,A3,713
1,A4,BLANK
1,A5,714
1,A6,BLANK
1,A7,715
1,A8,BLANK
1,A9,716
1,A10,BLANK
1,A11,717
1,A12,BLANK
1,B1,718
1,B2,BLANK
1,B3,719
1,B4,BLANK
1,B5,720
1,B6,BLANK
1,B7,721
1,B8,BLANK
1,B9,722
1,B10,BLANK
1,B11,723
1,B12,BLANK
1,C1,724
1,C2,BLANK
1,C3,725
1,C4,BLANK
1,C5,726
1,C6,BLANK
1,C7,727
1,C8,BLANK
1,C9,728
1,C10,BLANK
1,C11,729
1,C12,BLANK
1,D1,730
1,D2,BLANK
1,D3,731
1,D4,BLANK
1,D5,732
1,D6,BLANK
1,D7,733
1,D8,BLANK
1,D9,734
1,D10,BLANK
1,D11,735
1,D12,BLANK
1,E1,736
1,E2,BLANK
1,E3,737
1,E4,BLANK
1,E5,738
1,E6,BLANK
1,E7,739
1,E8,BLANK
1,E9,740
1,E10,BLANK
1,E11,741
1,E12,BLANK
1,F1,742
1,F2,BLANK
1,F3,743
1,F4,BLANK
1,F5,744
1,F6,744
1,F7,745
1,F8,745
1,F9,746
1,F10,746
1,F11,747
1,F12,747
1,G1,748
1,G2,748
1,G3,749
1,G4,749
1,G5,750
1,G6,750
1,G7,751
1,G8,751
1,G9,752
1,G10,752
1,G11,753
1,G12,753
1,H1,754
1,H2,754
1,H3,755
1,H4,755
1,H5,756
1,H6,756
1,H7,757
1,H8,757
1,H9,758
1,H10,758
1,H11,759
1,H12,759
2,A1,760
2,A2,760
2,A3,761
2,A4,761
2,A5,762
2,A6,762
2,A7,763
2,A8,763
2,A9,764
2,A10,764
2,A11,765
2,A12,765
2,B1,766
2,B2,766
2,B3,767
2,B4,767
2,B5,768
2,B6,768
2,B7,769
2,B8,769
2,B9,770
2,B10,770
2,B11,771
2,B12,771
2,C1,772
2,C2,772
2,C3,773
2,C4,773
2,C5,774
2,C6,774
2,C7,775
2,C8,775
2,C9,776
2,C10,776
2,C11,777
2,C12,777
2,D1,778
2,D2,778
2,D3,779
2,D4,779
2,D5,780
2,D6,780
2,D7,781
2,D8,781
2,D9,782
2,D10,782
2,D11,783
2,D12,783
2,E1,784
2,E2,784
2,E3,785
2,E4,785
2,E5,786
2,E6,786
2,E7,787
2,E8,787
2,E9,788
2,E10,788
2,E11,789
2,E12,789
2,F1,790
2,F2,790
2,F3,791
2,F4,791
2,F5,792
2,F6,792
2,F7,793
2,F8,793
2,F9,794
2,F10,794
2,F11,795
2,F12,795
2,G1,796
2,G2,796
2,G3,797
2,G4,797
2,G5,798
2,G6,798
2,G7,799
2,G8,799
2,G9,800
2,G10,800
2,G11,801
2,G12,801
2,H1,802
2,H2,802
2,H3,803
2,H4,803
2,H5,804
2,H6,804
2,H7,805
2,H8,805
2,H9,806
2,H10,806
2,H11,807
2,H12,807
3,A1,808
3,A2,808
3,A3,809
3,A4,809
3,A5,810
3,A6,810
3,A7,811
3,A8,811
3,A9,812
3,A10,812
3,A11,813
3,A12,813
3,B1,814
3,B2,814
3,B3,815
3,B4,815
3,B5,816
3,B6,816
3,B7,817
3,B8,817
3,B9,818
3,B10,818
3,B11,819
3,B12,819
3,C1,820
3,C2,820
3,C3,821
3,C4,821
3,C5,822
3,C6,822
3,C7,823
3,C8,823
3,C9,824
3,C10,824
3,C11,825
3,C12,825
3,D1,826
3,D2,826
3,D3,827
3,D4,827
3,D5,828
3,D6,828
3,D7,829
3,D8,829
3,D9,830
3,D10,830
3,D11,831
3,D12,831
3,E1,832
3,E2,832
3,E3,833
3,E4,833
3,E5,834
3,E6,834
3,E7,835
3,E8,835
3,E9,836
3,E10,836
3,E11,837
3,E12,837
3,F1,838
3,F2,838
3,F3,839
3,F4,839
3,F5,840
3,F6,840
3,F7,841
3,F8,841
3,F9,842
3,F10,842
3,F11,843
3,F12,843
3,G1,844
3,G2,844
3,G3,845
3,G4,845
3,G5,846
3,G6,846
3,G7,847
3,G8,847
3,G9,848
3,G10,848
3,G11,849
3,G12,849
3,H1,850
3,H2,850
3,H3,851
3,H4,851
3,H5,852
3,H6,852
3,H7,853
3,H8,853
3,H9,854
3,H10,854
3,H11,855
3,H12,855
4,A1,856
4,A2,856
4,A3,857
4,A4,857
4,A5,858
4,A6,858
4,A7,859
4,A8,859
4,A9,860
4,A10,860
4,A11,861
4,A12,861
4,B1,862
4,B2,862
4,B3,863
4,B4,863
4,B5,864
4,B6,864
4,B7,865
4,B8,865
4,B9,868
4,B10,868
4,B11,867
4,B12,867
4,C1,868
4,C2,868
4,C3,869
4,C4,869
4,C5,870
4,C6,870
4,C7,871
4,C8,871
4,C9,872
4,C10,872
4,C11,873
4,C12,873
4,D1,874
4,D2,874
4,D3,875
4,D4,875
4,D5,876
4,D6,876
4,D7,877
4,D8,877
4,D9,878
4,D10,878
4,D11,879
4,D12,879
4,E1,880
4,E2,880
4,E3,881
4,E4,881
4,E5,882
4,E6,882
4,E7,883
4,E8,883
4,E9,884
4,E10,884
4,E11,885
4,E12,885
4,F1,886
4,F2,886
4,F3,887
4,F4,887
4,F5,888
4,F6,888
4,F7,889
4,F8,889
4,F9,890
4,F10,890
4,F11,891
4,F12,891
4,G1,892
4,G2,892
4,G3,893
4,G4,893
4,G5,894
4,G6,894
4,G7,895
4,G8,895
4,G9,896
4,G10,896
4,G11,897
4,G12,897
4,H1,898
4,H2,898
4,H3,899
4,H4,899
4,H5,900
4,H6,900
4,H7,901
4,H8,901
4,H9,902
4,H10,902
4,H11,903
4,H12,903
5,A1,904
5,A2,904
5,A3,905
5,A4,905
5,A5,906
5,A6,906
5,A7,907
5,A8,907
5,A9,908
5,A10,908
5,A11,909
5,A12,909
5,B1,910
5,B2,910
5,B3,911
5,B4,911
5,B5,912
5,B6,912
5,B7,913
5,B8,913
5,B9,914
5,B10,914
5,B11,915
5,B12,915
5,C1,916
5,C2,916
5,C3,917
5,C4,917
5,C5,918
5,C6,918
5,C7,919
5,C8,919
5,C9,920
5,C10,920
5,C11,921
5,C12,921
5,D1,922
5,D2,922
5,D3,923
5,D4,923
5,D5,924
5,D6,924
5,D7,925
5,D8,925
5,D9,926
5,D10,926
5,D11,927
5,D12,927
5,E1,928
5,E2,928
5,E3,929
5,E4,929
5,E5,930
5,E6,930
5,E7,931
5,E8,931
5,E9,932
5,E10,932
5,E11,933
5,E12,933
5,F1,934
5,F2,934
5,F3,935
5,F4,935
5,F5,936
5,F6,936
5,F7,937
5,F8,937
5,F9,938
5,F10,938
5,F11,939
5,F12,939
5,G1,940
5,G2,940
5,G3,941
5,G4,941
5,G5,942
5,G6,942
5,G7,943
5,G8,943
5,G9,944
5,G10,944
5,G11,945
5,G12,945
5,H1,946
5,H2,946
5,H3,947
5,H4,947
5,H5,948
5,H6,948
5,H7,BLANK
5,H8,BLANK
5,H9,BLANK
5,H10,BLANK
5,H11,BLANK
5,H12,BLANK
