"","Date.of.Patch_HOToto","Date.Release","lunar.day","coral.id","Timepoint","Treatment.1","Treatment.2","treat.zone","Treat.zone.2","Reef","Larval_No","Length_1","Width_1","Volume_1","Length_2","Width_2","Shape_class"
"376",20170715,20170715,-8,"P19","T1","Hot","N/A","Patch_HOT","N/A","Patch",7,0.634,0.603,0.120207521,0.634,0.603,"Circular"
"377",20170715,20170715,-8,"P19","T1","Hot","N/A","Patch_HOT","N/A","Patch",8,0.641,0.63,0.134126829,0.641,0.63,"Circular"
"378",20170715,20170715,-8,"P19","T1","Hot","N/A","Patch_HOT","N/A","Patch",9,0.429,0.418,0.026447562,0.429,0.418,"Circular"
"379",20170715,20170715,-8,"P19","T1","Hot","N/A","Patch_HOT","N/A","Patch",10,0.611,0.62,0.118027796,0.62,0.611,"Circular"
"380",20170715,20170715,-8,"P20","T1","Hot","N/A","Patch_HOT","N/A","Patch",1,0.637,0.605,0.122154118,0.637,0.605,"Circular"
"381",20170715,20170715,-8,"P20","T1","Hot","N/A","Patch_HOT","N/A","Patch",2,0.998,0.907,0.673897982,0.998,0.907,"Circular"
"382",20170715,20170715,-8,"P20","T1","Hot","N/A","Patch_HOT","N/A","Patch",3,1.175,0.51,0.295348374,1.175,0.51,"Pear"
"383",20170715,20170715,-8,"P20","T1","Hot","N/A","Patch_HOT","N/A","Patch",4,0.807,0.531,0.151027005,0.807,0.531,"Circular"
"384",20170715,20170715,-8,"P20","T1","Hot","N/A","Patch_HOT","N/A","Patch",5,1.6,0.489,0.503472997,1.6,0.489,"Pear"
"385",20170715,20170715,-8,"P20","T1","Hot","N/A","Patch_HOT","N/A","Patch",6,1.686,0.456,0.486142204,1.686,0.456,"Pear"
"386",20170715,20170715,-8,"P20","T1","Hot","N/A","Patch_HOT","N/A","Patch",7,1.238,0.707,0.630084239,1.238,0.707,"Circular"
"387",20170715,20170715,-8,"P20","T1","Hot","N/A","Patch_HOT","N/A","Patch",8,0.969,0.901,0.626925068,0.969,0.901,"Circular"
"388",20170715,20170715,-8,"P20","T1","Hot","N/A","Patch_HOT","N/A","Patch",9,1,0.938,0.723642685,1,0.938,"Circular"
"389",20170715,20170715,-8,"P20","T1","Hot","N/A","Patch_HOT","N/A","Patch",10,0.889,0.929,0.560987842,0.929,0.889,"Circular"
