Vial,Date,Run,Well,Sample.Type,Concentration
654,20190125,9,G10,Sample,
654,20190125,9,G11,Sample,
654,20190125,9,G12,Sample,
661,20190125,9,H1,Sample,
661,20190125,9,H2,Sample,
661,20190125,9,H3,Sample,
662,20190125,9,H4,Sample,
662,20190125,9,H5,Sample,
662,20190125,9,H6,Sample,
663,20190125,9,H7,Sample,
663,20190125,9,H8,Sample,
663,20190125,9,H9,Sample,
670,20190125,9,H10,Sample,
670,20190125,9,H11,Sample,
670,20190125,9,H12,Sample,
671,20190125,10,A1,Sample,
671,20190125,10,A2,Sample,
671,20190125,10,A3,Sample,
672,20190125,10,A4,Sample,
672,20190125,10,A5,Sample,
672,20190125,10,A6,Sample,
679,20190125,10,A7,Sample,
679,20190125,10,A8,Sample,
679,20190125,10,A9,Sample,
680,20190125,10,A10,Sample,
680,20190125,10,A11,Sample,
680,20190125,10,A12,Sample,
681,20190125,10,B1,Sample,
681,20190125,10,B2,Sample,
681,20190125,10,B3,Sample,
688,20190125,10,B4,Sample,
688,20190125,10,B5,Sample,
688,20190125,10,B6,Sample,
689,20190125,10,B7,Sample,
689,20190125,10,B8,Sample,
689,20190125,10,B9,Sample,
690,20190125,10,B10,Sample,
690,20190125,10,B11,Sample,
690,20190125,10,B12,Sample,
697,20190125,10,C1,Sample,
697,20190125,10,C2,Sample,
697,20190125,10,C3,Sample,
698,20190125,10,C4,Sample,
698,20190125,10,C5,Sample,
698,20190125,10,C6,Sample,
699,20190125,10,C7,Sample,
699,20190125,10,C8,Sample,
699,20190125,10,C9,Sample,
700,20190125,10,C10,Sample,
700,20190125,10,C11,Sample,
700,20190125,10,C12,Sample,
707,20190125,10,D1,Sample,
707,20190125,10,D2,Sample,
707,20190125,10,D3,Sample,
708,20190125,10,D4,Sample,
708,20190125,10,D5,Sample,
708,20190125,10,D6,Sample,
NA,20190125,10,D7,NA,
NA,20190125,10,D8,NA,
NA,20190125,10,D9,NA,
NA,20190125,10,D10,NA,
NA,20190125,10,D11,NA,
NA,20190125,10,D12,NA,
NA,20190125,10,E1,NA,
NA,20190125,10,E2,NA,
NA,20190125,10,E3,NA,
NA,20190125,10,E4,NA,
NA,20190125,10,E5,NA,
NA,20190125,10,E6,NA,
NA,20190125,10,E7,NA,
NA,20190125,10,E8,NA,
NA,20190125,10,E9,NA,
NA,20190125,10,E10,NA,
NA,20190125,10,E11,NA,
NA,20190125,10,E12,NA,
NA,20190125,10,F1,NA,
NA,20190125,10,F2,NA,
NA,20190125,10,F3,NA,
NA,20190125,10,F4,NA,
NA,20190125,10,F5,NA,
NA,20190125,10,F6,NA,
NA,20190125,10,F7,NA,
NA,20190125,10,F8,NA,
NA,20190125,10,F9,NA,
NA,20190125,10,F10,NA,
NA,20190125,10,F11,NA,
NA,20190125,10,F12,NA,
NA,20190125,10,G1,NA,
NA,20190125,10,G2,NA,
NA,20190125,10,G3,NA,
NA,20190125,10,G4,NA,
NA,20190125,10,G5,NA,
NA,20190125,10,G6,NA,
NA,20190125,10,G7,NA,
NA,20190125,10,G8,NA,
NA,20190125,10,G9,NA,
NA,20190125,10,G10,NA,
NA,20190125,10,G11,NA,
NA,20190125,10,G12,NA,
NA,20190125,10,H1,NA,
NA,20190125,10,H2,NA,
NA,20190125,10,H3,NA,
NA,20190125,10,H4,NA,
NA,20190125,10,H5,NA,
NA,20190125,10,H6,NA,
NA,20190125,10,H7,NA,
NA,20190125,10,H8,NA,
NA,20190125,10,H9,NA,
NA,20190125,10,H10,NA,
NA,20190125,10,H11,NA,
NA,20190125,10,H12,NA,
