Date of Patch_HOToto,Date.Release,lunar.day,Colony,Timepoint,Treatment.1,Treatment.2,treat.zone,Treat.zone.2,Reef,Larval_No,Length_1,Width_1,Volume_1,Length_2,Width_2,Shape_class
20170723,20170723,0,P10,T1,Ambient,N/A,Patch_AMB,N/A,Patch,3,0.878,0.748,0.354740462,0.878,0.748,Circular
20170723,20170723,0,P10,T1,Ambient,N/A,Patch_AMB,N/A,Patch,4,0.809,0.786,0.33255282,0.809,0.786,Circular
20170723,20170723,0,P10,T1,Ambient,N/A,Patch_AMB,N/A,Patch,5,1.071,0.939,0.831818597,1.062,0.957,Circular
20170723,20170723,0,P10,T1,Ambient,N/A,Patch_AMB,N/A,Patch,6,0.825,0.753,0.317406889,0.825,0.753,Circular
20170723,20170723,0,P10,T1,Ambient,N/A,Patch_AMB,N/A,Patch,7,0.961,0.961,0.701474761,0.961,0.961,Circular
20170723,20170723,0,P10,T1,Ambient,N/A,Patch_AMB,N/A,Patch,8,0.812,0.794,0.341878321,0.812,0.794,Circular
20170723,20170723,0,P10,T1,Ambient,N/A,Patch_AMB,N/A,Patch,9,0.862,0.932,0.530841485,0.932,0.862,Circular
20170723,20170723,0,P10,T1,Ambient,N/A,Patch_AMB,N/A,Patch,10,1.143,0.908,0.885895829,1.331,1.045,Circular
20170713,20170713,-10,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,1,0.849,0.863,0.441525175,0.863,0.849,Circular
20170713,20170713,-10,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,2,0.612,0.492,0.074567838,0.612,0.492,Circular
20170713,20170713,-10,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,3,0.949,0.977,0.707033598,0.977,0.949,Circular
20170713,20170713,-10,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,4,1.006,0.512,0.218199817,1.006,0.512,Pear
20170713,20170713,-10,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,5,0.968,0.569,0.249513327,0.968,0.569,Pear
20170713,20170713,-10,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,6,0.74,0.514,0.118989373,0.74,0.514,Circular
20170713,20170713,-10,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,7,1.088,0.534,0.277625149,1.088,0.534,Pear
20170713,20170713,-10,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,8,1.208,0.581,0.405139542,1.208,0.581,Pear
20170713,20170713,-10,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,9,1.242,0.612,0.475186983,1.242,0.612,Pear
20170713,20170713,-10,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,10,1.036,0.783,0.541204669,1.036,0.783,Circular
20170713,20170713,-10,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,1,0.76,0.824,0.322552273,0.824,0.76,Circular
20170713,20170713,-10,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,2,0.727,0.744,0.240620814,0.744,0.727,Circular
20170713,20170713,-10,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,3,0.711,0.706,0.207236908,0.711,0.706,Circular
20170713,20170713,-10,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,4,0.695,0.73,0.211706323,0.73,0.695,Circular
20170713,20170713,-10,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,5,0.75,0.754,0.263016938,0.754,0.75,Circular
20170713,20170713,-10,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,6,0.722,0.701,0.210682727,0.722,0.701,Circular
20170713,20170713,-10,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,7,0.622,0.596,0.113029495,0.622,0.596,Circular
20170713,20170713,-10,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,8,0.622,0.596,0.113029495,0.622,0.596,Circular
20170713,20170713,-10,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,9,0.585,0.492,0.068133459,0.585,0.492,Circular
20170713,20170713,-10,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,10,0.826,0.743,0.30978203,0.826,0.743,Circular
20170713,20170713,-10,P14,T1,Hot,N/A,Patch_HOT,N/A,Patch,1,0.868,0.642,0.255404183,0.868,0.642,Circular
20170713,20170713,-10,P14,T1,Hot,N/A,Patch_HOT,N/A,Patch,2,0.873,0.551,0.190304994,0.873,0.551,Circular
20170713,20170713,-10,P14,T1,Hot,N/A,Patch_HOT,N/A,Patch,3,1.149,0.586,0.372866863,1.149,0.586,Pear
20170713,20170713,-10,P14,T1,Hot,N/A,Patch_HOT,N/A,Patch,4,0.945,0.975,0.698218494,0.975,0.945,Circular
20170713,20170713,-10,P14,T1,Hot,N/A,Patch_HOT,N/A,Patch,5,0.822,0.841,0.393055725,0.841,0.822,Circular
20170713,20170713,-10,P14,T1,Hot,N/A,Patch_HOT,N/A,Patch,6,0.886,0.508,0.16661472,0.886,0.508,Circular
20170713,20170713,-10,P14,T1,Hot,N/A,Patch_HOT,N/A,Patch,7,1.179,0.715,0.584464575,1.179,0.715,Pear
20170713,20170713,-10,P14,T1,Hot,N/A,Patch_HOT,N/A,Patch,8,1.052,0.507,0.233973083,1.052,0.507,Pear
20170713,20170713,-10,P14,T1,Hot,N/A,Patch_HOT,N/A,Patch,9,0.954,0.456,0.155648498,0.954,0.456,Pear
20170713,20170713,-10,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,1,0.407,0.486,0.032179542,0.486,0.407,Circular
20170713,20170713,-10,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,2,0.415,0.407,0.023464079,0.415,0.407,Circular
20170713,20170713,-10,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,3,0.533,0.514,0.061730409,0.533,0.514,Circular
20170713,20170713,-10,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,4,0.75,0.397,0.072915866,0.75,0.397,Pear
20170713,20170713,-10,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,5,0.723,0.448,0.086288143,0.723,0.448,Irregular
20170713,20170713,-10,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,6,0.529,0.55,0.069623399,0.55,0.529,Circular
20170713,20170713,-10,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,7,0.448,0.414,0.028292753,0.448,0.414,Circular
20170713,20170713,-10,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,8,0.486,0.342,0.022721827,0.486,0.342,Circular
20170713,20170713,-10,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,9,0.665,0.59,0.12660936,0.665,0.59,Circular
20170713,20170713,-10,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,10,0.583,0.565,0.08923855,0.583,0.565,Circular
20170713,20170713,-10,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,1,0.84,0.636,0.234742272,0.84,0.636,Circular
20170713,20170713,-10,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,2,0.753,0.706,0.23244374,0.753,0.706,Circular
20170713,20170713,-10,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,3,0.599,0.476,0.066863029,0.599,0.476,Circular
20170713,20170713,-10,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,4,0.595,0.484,0.068209231,0.595,0.484,Circular
20170713,20170713,-10,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,5,0.82,0.482,0.128481406,0.82,0.482,Circular
20170713,20170713,-10,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,6,0.612,0.636,0.12460503,0.636,0.612,Circular
20170713,20170713,-10,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,7,0.611,0.539,0.089202792,0.611,0.539,Circular
20170713,20170713,-10,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,8,0.552,0.61,0.093251607,0.61,0.552,Circular
20170713,20170713,-10,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,9,0.721,0.754,0.243070201,0.754,0.721,Circular
20170713,20170713,-10,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,10,0.626,0.671,0.145114967,0.671,0.626,Circular
20170713,20170713,-10,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,1,0.744,0.695,0.219904431,0.744,0.695,Circular
20170713,20170713,-10,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,2,0.636,0.64,0.136267622,0.64,0.636,Circular
20170713,20170713,-10,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,3,0.694,0.78,0.241005329,0.78,0.694,Circular
20170713,20170713,-10,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,4,0.769,0.774,0.291375546,0.774,0.769,Circular
20170713,20170713,-10,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,5,0.689,0.453,0.080122289,0.689,0.453,Circular
20170713,20170713,-10,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,6,0.473,0.392,0.028275671,0.473,0.392,Circular
20170713,20170713,-10,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,7,0.508,0.492,0.051377874,0.508,0.492,Circular
20170713,20170713,-10,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,8,0.407,0.442,0.026616556,0.442,0.407,Circular
20170713,20170713,-10,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,9,0.532,0.332,0.025657712,0.532,0.332,Circular
20170713,20170713,-10,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,10,0.751,0.742,0.25539135,0.751,0.742,Circular
20170714,20170714,-9,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,1,0.777,0.803,0.320178103,0.803,0.777,Circular
20170714,20170714,-9,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,2,0.656,0.714,0.180435755,0.714,0.656,Circular
20170714,20170714,-9,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,3,0.653,0.615,0.132646286,0.653,0.615,Circular
20170714,20170714,-9,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,4,0.627,0.689,0.153494219,0.689,0.627,Circular
20170714,20170714,-9,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,5,0.62,0.588,0.109309153,0.62,0.588,Circular
20170714,20170714,-9,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,6,0.804,0.749,0.298259463,0.804,0.749,Circular
20170714,20170714,-9,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,7,0.708,0.732,0.22090583,0.732,0.708,Circular
20170714,20170714,-9,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,8,0.451,0.491,0.040330589,0.491,0.451,Circular
20170714,20170714,-9,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,9,0.833,0.879,0.440946858,0.879,0.833,Circular
20170714,20170714,-9,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,10,0.64,0.642,0.138850837,0.642,0.64,Circular
20170714,20170714,-9,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,1,0.759,0.791,0.296452432,0.791,0.759,Circular
20170714,20170714,-9,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,2,0.755,0.756,0.267951377,0.756,0.755,Circular
20170714,20170714,-9,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,3,0.988,0.954,0.730683227,0.988,0.954,Circular
20170714,20170714,-9,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,4,0.996,0.859,0.602037445,0.996,0.859,Circular
20170714,20170714,-9,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,5,0.901,1.013,0.685152067,1.013,0.901,Circular
20170714,20170714,-9,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,6,0.969,0.941,0.683825514,0.969,0.941,Circular
20170714,20170714,-9,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,7,1.009,1.022,0.874586206,1.037,1.019,Circular
20170714,20170714,-9,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,8,0.901,0.969,0.626925068,0.969,0.901,Circular
20170714,20170714,-9,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,9,0.969,0.972,0.729623113,0.972,0.969,Circular
20170714,20170714,-9,P12,T1,Hot,N/A,Patch_HOT,N/A,Patch,10,0.914,0.947,0.616184612,0.947,0.914,Circular
20170714,20170714,-9,P14,T1,Hot,N/A,Patch_HOT,N/A,Patch,1,0.896,0.926,0.566182566,0.926,0.896,Circular
20170714,20170714,-9,P14,T1,Hot,N/A,Patch_HOT,N/A,Patch,2,0.848,0.891,0.46953245,0.891,0.848,Circular
20170714,20170714,-9,P14,T1,Hot,N/A,Patch_HOT,N/A,Patch,3,0.793,0.827,0.353733257,0.827,0.793,Circular
20170714,20170714,-9,P14,T1,Hot,N/A,Patch_HOT,N/A,Patch,4,0.844,0.873,0.44651071,0.873,0.844,Circular
20170714,20170714,-9,P14,T1,Hot,N/A,Patch_HOT,N/A,Patch,5,0.777,0.807,0.323375867,0.807,0.777,Circular
20170714,20170714,-9,P14,T1,Hot,N/A,Patch_HOT,N/A,Patch,6,0.725,0.728,0.229116977,0.728,0.725,Circular
20170714,20170714,-9,P14,T1,Hot,N/A,Patch_HOT,N/A,Patch,7,0.777,0.773,0.296701352,0.777,0.773,Circular
20170714,20170714,-9,P14,T1,Hot,N/A,Patch_HOT,N/A,Patch,8,0.63,0.628,0.128741595,0.63,0.628,Circular
20170714,20170714,-9,P14,T1,Hot,N/A,Patch_HOT,N/A,Patch,9,0.814,0.802,0.350522617,0.814,0.802,Circular
20170714,20170714,-9,P14,T1,Hot,N/A,Patch_HOT,N/A,Patch,10,0.728,0.619,0.167017722,0.728,0.619,Circular
20170714,20170714,-9,P15,T1,Hot,N/A,Patch_HOT,N/A,Patch,1,0.674,0.536,0.107341552,0.674,0.536,Circular
20170714,20170714,-9,P15,T1,Hot,N/A,Patch_HOT,N/A,Patch,2,0.36,0.426,0.01934384,0.426,0.36,Circular
20170714,20170714,-9,P15,T1,Hot,N/A,Patch_HOT,N/A,Patch,3,0.687,0.512,0.101758781,0.687,0.512,Circular
20170714,20170714,-9,P15,T1,Hot,N/A,Patch_HOT,N/A,Patch,4,0.732,0.746,0.245255252,0.746,0.732,Circular
20170714,20170714,-9,P15,T1,Hot,N/A,Patch_HOT,N/A,Patch,5,0.669,0.708,0.184517368,0.708,0.669,Circular
20170714,20170714,-9,P15,T1,Hot,N/A,Patch_HOT,N/A,Patch,6,0.732,0.8,0.282046448,0.8,0.732,Circular
20170714,20170714,-9,P15,T1,Hot,N/A,Patch_HOT,N/A,Patch,7,0.608,0.635,0.122595099,0.635,0.608,Circular
20170714,20170714,-9,P15,T1,Hot,N/A,Patch_HOT,N/A,Patch,8,0.664,0.679,0.167183806,0.679,0.664,Circular
20170714,20170714,-9,P15,T1,Hot,N/A,Patch_HOT,N/A,Patch,9,0.538,0.66,0.103698129,0.66,0.538,Circular
20170714,20170714,-9,P15,T1,Hot,N/A,Patch_HOT,N/A,Patch,10,0.571,0.614,0.101094484,0.614,0.571,Circular
20170714,20170714,-9,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,1,0.653,0.632,0.140080931,0.653,0.632,Circular
20170714,20170714,-9,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,2,0.783,0.907,0.414817049,0.907,0.783,Circular
20170714,20170714,-9,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,3,0.788,0.77,0.302797569,0.788,0.77,Circular
20170714,20170714,-9,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,4,0.7,0.689,0.191316763,0.7,0.689,Circular
20170714,20170714,-9,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,5,0.736,0.731,0.238072308,0.736,0.731,Circular
20170714,20170714,-9,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,6,0.548,0.659,0.107263125,0.659,0.548,Circular
20170714,20170714,-9,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,7,0.594,0.649,0.122230836,0.649,0.594,Circular
20170714,20170714,-9,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,8,0.636,0.575,0.109993854,0.636,0.575,Circular
20170714,20170714,-9,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,9,0.6,0.406,0.048805983,0.6,0.406,Circular
20170714,20170714,-9,P16,T1,Hot,N/A,Patch_HOT,N/A,Patch,10,0.614,0.367,0.041762585,0.614,0.367,Circular
20170714,20170714,-9,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,1,0.94,0.658,0.314648738,0.94,0.658,Circular
20170714,20170714,-9,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,2,0.6,0.583,0.100637099,0.6,0.583,Circular
20170714,20170714,-9,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,3,0.744,0.762,0.264346956,0.762,0.744,Circular
20170714,20170714,-9,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,4,0.677,0.657,0.16271462,0.677,0.657,Circular
20170714,20170714,-9,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,5,0.708,0.718,0.212536685,0.718,0.708,Circular
20170714,20170714,-9,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,6,0.772,0.761,0.283871906,0.772,0.761,Circular
20170714,20170714,-9,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,7,0.721,0.744,0.236665471,0.744,0.721,Circular
20170714,20170714,-9,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,8,0.627,0.76,0.186758667,0.76,0.627,Circular
20170714,20170714,-9,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,9,0.63,0.725,0.171583535,0.725,0.63,Circular
20170714,20170714,-9,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,10,0.77,0.811,0.320731532,0.811,0.77,Circular
20170714,20170714,-9,P18,T1,Hot,N/A,Patch_HOT,N/A,Patch,1,0.586,0.578,0.094355975,0.586,0.578,Circular
20170714,20170714,-9,P18,T1,Hot,N/A,Patch_HOT,N/A,Patch,2,0.657,0.679,0.163677426,0.679,0.657,Circular
20170714,20170714,-9,P18,T1,Hot,N/A,Patch_HOT,N/A,Patch,3,0.616,0.634,0.125446468,0.634,0.616,Circular
20170714,20170714,-9,P18,T1,Hot,N/A,Patch_HOT,N/A,Patch,4,0.767,0.509,0.125355904,0.767,0.509,Circular
20170714,20170714,-9,P18,T1,Hot,N/A,Patch_HOT,N/A,Patch,5,0.727,0.521,0.117994773,0.727,0.521,Circular
20170714,20170714,-9,P18,T1,Hot,N/A,Patch_HOT,N/A,Patch,6,0.843,0.522,0.159262913,0.843,0.522,Circular
20170714,20170714,-9,P18,T1,Hot,N/A,Patch_HOT,N/A,Patch,7,0.843,0.88,0.452625474,0.88,0.843,Circular
20170714,20170714,-9,P18,T1,Hot,N/A,Patch_HOT,N/A,Patch,8,0.679,0.745,0.210460498,0.745,0.679,Circular
20170714,20170714,-9,P18,T1,Hot,N/A,Patch_HOT,N/A,Patch,9,0.749,0.725,0.242525913,0.749,0.725,Circular
20170714,20170714,-9,P18,T1,Hot,N/A,Patch_HOT,N/A,Patch,10,0.8,0.811,0.346210457,0.811,0.8,Circular
20170714,20170714,-9,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,1,0.685,0.738,0.210190153,0.738,0.685,Circular
20170714,20170714,-9,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,2,0.765,0.799,0.307280449,0.799,0.765,Circular
20170714,20170714,-9,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,3,0.691,0.704,0.19463454,0.704,0.691,Circular
20170714,20170714,-9,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,4,0.569,0.522,0.072557789,0.569,0.522,Circular
20170714,20170714,-9,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,5,0.664,0.718,0.186940563,0.718,0.664,Circular
20170714,20170714,-9,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,6,0.613,0.63,0.122664967,0.63,0.613,Circular
20170714,20170714,-9,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,7,0.738,0.65,0.189259608,0.738,0.65,Circular
20170714,20170714,-9,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,8,0.694,0.726,0.208790475,0.726,0.694,Circular
20170714,20170714,-9,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,9,0.669,0.718,0.189766533,0.718,0.669,Circular
20170714,20170714,-9,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,10,0.663,0.675,0.164722567,0.675,0.663,Circular
20170714,20170714,-9,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,1,1.164,0.553,0.34078049,1.164,0.553,Pear
20170714,20170714,-9,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,2,0.969,0.589,0.267914762,0.969,0.589,Circular
20170714,20170714,-9,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,3,0.915,0.891,0.546658488,0.915,0.891,Circular
20170714,20170714,-9,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,4,0.977,0.942,0.696641644,0.977,0.942,Circular
20170714,20170714,-9,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,5,0.864,0.932,0.533307645,0.932,0.864,Circular
20170714,20170714,-9,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,6,0.957,0.721,0.39157315,0.957,0.721,Circular
20170714,20170714,-9,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,7,0.805,0.697,0.258926092,0.805,0.697,Circular
20170714,20170714,-9,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,8,0.91,0.916,0.571468414,0.916,0.91,Circular
20170714,20170714,-9,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,9,1.243,0.629,0.50276154,1.243,0.629,Circular
20170714,20170714,-9,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,10,0.944,0.914,0.612286775,0.944,0.914,Circular
20170715,20170715,-8,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,1,0.844,0.492,0.141818732,0.844,0.492,Circular
20170715,20170715,-8,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,2,0.925,0.532,0.199170599,0.925,0.532,Circular
20170715,20170715,-8,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,3,0.907,0.658,0.292944171,0.907,0.658,Circular
20170715,20170715,-8,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,4,0.953,0.588,0.258261074,0.953,0.588,Circular
20170715,20170715,-8,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,5,0.924,0.938,0.617828757,0.938,0.924,Circular
20170715,20170715,-8,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,6,0.809,0.804,0.347958652,0.809,0.804,Circular
20170715,20170715,-8,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,7,1.15,0.48,0.250608995,1.15,0.48,Pear
20170715,20170715,-8,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,8,1.071,0.557,0.292689964,1.071,0.557,Pear
20170715,20170715,-8,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,9,0.846,0.609,0.218320145,0.846,0.609,Circular
20170715,20170715,-8,P11,T1,Hot,N/A,Patch_HOT,N/A,Patch,10,0.959,0.646,0.31566087,0.959,0.646,Circular
20170715,20170715,-8,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,1,0.857,0.912,0.502423356,0.912,0.857,Circular
20170715,20170715,-8,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,2,1.053,0.887,0.717500952,1.053,0.887,Circular
20170715,20170715,-8,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,3,1.066,1.025,0.98193025,1.056,1.037,Circular
20170715,20170715,-8,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,4,0.637,0.629,0.132037914,0.637,0.629,Circular
20170715,20170715,-8,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,5,0.955,0.934,0.654363392,0.955,0.934,Circular
20170715,20170715,-8,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,6,0.865,0.985,0.597067147,0.985,0.865,Circular
20170715,20170715,-8,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,7,0.871,0.956,0.570256959,0.956,0.871,Circular
20170715,20170715,-8,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,8,0.646,0.623,0.133216994,0.646,0.623,Circular
20170715,20170715,-8,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,9,0.969,1.026,0.812944271,1.026,0.969,Circular
20170715,20170715,-8,P17,T1,Hot,N/A,Patch_HOT,N/A,Patch,10,0.484,0.626,0.075501901,0.626,0.484,Circular
20170715,20170715,-8,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,1,0.534,0.617,0.089283528,0.617,0.534,Circular
20170715,20170715,-8,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,2,0.496,0.465,0.043750977,0.496,0.465,Circular
20170715,20170715,-8,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,3,0.725,0.623,0.167791751,0.725,0.623,Circular
20170715,20170715,-8,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,4,0.595,0.595,0.103082837,0.595,0.595,Circular
20170715,20170715,-8,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,5,0.531,0.547,0.069387652,0.547,0.531,Circular
20170715,20170715,-8,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,6,0.529,0.531,0.064896143,0.531,0.529,Circular
20170715,20170715,-8,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,7,0.634,0.603,0.120207521,0.634,0.603,Circular
20170715,20170715,-8,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,8,0.641,0.63,0.134126829,0.641,0.63,Circular
20170715,20170715,-8,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,9,0.429,0.418,0.026447562,0.429,0.418,Circular
20170715,20170715,-8,P19,T1,Hot,N/A,Patch_HOT,N/A,Patch,10,0.611,0.62,0.118027796,0.62,0.611,Circular
20170715,20170715,-8,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,1,0.637,0.605,0.122154118,0.637,0.605,Circular
20170715,20170715,-8,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,2,0.998,0.907,0.673897982,0.998,0.907,Circular
20170715,20170715,-8,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,3,1.175,0.51,0.295348374,1.175,0.51,Pear
20170715,20170715,-8,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,4,0.807,0.531,0.151027005,0.807,0.531,Circular
20170715,20170715,-8,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,5,1.6,0.489,0.503472997,1.6,0.489,Pear
20170715,20170715,-8,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,6,1.686,0.456,0.486142204,1.686,0.456,Pear
20170715,20170715,-8,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,7,1.238,0.707,0.630084239,1.238,0.707,Circular
20170715,20170715,-8,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,8,0.969,0.901,0.626925068,0.969,0.901,Circular
20170715,20170715,-8,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,9,1,0.938,0.723642685,1,0.938,Circular
20170715,20170715,-8,P20,T1,Hot,N/A,Patch_HOT,N/A,Patch,10,0.889,0.929,0.560987842,0.929,0.889,Circular
20170713,20170713,-10,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,1,0.843,0.522,0.159262913,0.843,0.522,Circular
20170713,20170713,-10,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,2,0.716,0.682,0.19611612,0.716,0.682,Circular
20170713,20170713,-10,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,3,0.794,0.751,0.292441753,0.794,0.751,Circular
20170713,20170713,-10,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,4,1.044,0.45,0.181528377,1.044,0.45,Pear
