Date of Patch_HOToto,Date.Release,lunar.day,Colony,Timepoint,Treatment.1,Treatment.2,treat.zone,Treat.zone.2,Reef,Larval_No,Length_1,Width_1,Volume_1,Length_2,Width_2,Shape_class
20170713,20170713,-10,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,5,1.21,0.37,0.164851418,1.21,0.37,Pear
20170713,20170713,-10,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,6,0.815,0.413,0.093182385,0.815,0.413,Circular
20170713,20170713,-10,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,7,0.62,1.038,0.340640738,1.038,0.62,Irregular
20170713,20170713,-10,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,8,0.873,0.782,0.383319129,0.873,0.782,Circular
20170713,20170713,-10,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,9,1.068,0.972,0.886326092,1.049,0.972,Circular
20170713,20170713,-10,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,10,0.957,0.495,0.184566456,0.957,0.495,Circular
20170713,20170713,-10,R6,T1,Ambient,N/A,Rim_AMB,N/A,Rim,1,0.623,0.415,0.054978234,0.623,0.415,Circular
20170713,20170713,-10,R6,T1,Ambient,N/A,Rim_AMB,N/A,Rim,2,0.698,0.397,0.063155381,0.698,0.397,Circular
20170713,20170713,-10,R6,T1,Ambient,N/A,Rim_AMB,N/A,Rim,3,0.735,0.444,0.087590926,0.735,0.444,Circular
20170713,20170713,-10,R6,T1,Ambient,N/A,Rim_AMB,N/A,Rim,4,0.619,0.43,0.058268885,0.619,0.43,Circular
20170713,20170713,-10,R6,T1,Ambient,N/A,Rim_AMB,N/A,Rim,5,0.627,0.438,0.062030003,0.627,0.438,Circular
20170713,20170713,-10,R6,T1,Ambient,N/A,Rim_AMB,N/A,Rim,6,0.647,0.656,0.148161286,0.656,0.647,Circular
20170713,20170713,-10,R6,T1,Ambient,N/A,Rim_AMB,N/A,Rim,7,0.728,0.778,0.263839887,0.778,0.728,Circular
20170713,20170713,-10,R6,T1,Ambient,N/A,Rim_AMB,N/A,Rim,8,0.5,0.634,0.08264889,0.634,0.5,Circular
20170713,20170713,-10,R6,T1,Ambient,N/A,Rim_AMB,N/A,Rim,9,0.755,0.565,0.149661226,0.755,0.565,Circular
20170713,20170713,-10,R6,T1,Ambient,N/A,Rim_AMB,N/A,Rim,10,0.728,0.743,0.24063505,0.743,0.728,Circular
20170713,20170713,-10,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,1,0.649,0.599,0.124297255,0.649,0.599,Circular
20170713,20170713,-10,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,2,0.501,0.609,0.076564691,0.609,0.501,Circular
20170713,20170713,-10,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,3,0.837,0.819,0.386489072,0.837,0.819,Circular
20170713,20170713,-10,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,4,1.165,0.565,0.356342191,1.165,0.565,Pear
20170713,20170713,-10,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,5,0.869,0.734,0.334618673,0.869,0.734,Circular
20170713,20170713,-10,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,6,0.874,0.565,0.200557201,0.874,0.565,Circular
20170713,20170713,-10,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,7,1.018,0.585,0.291692852,1.018,0.585,Circular
20170713,20170713,-10,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,8,0.966,0.492,0.185781711,0.966,0.492,Circular
20170713,20170713,-10,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,9,1.114,0.561,0.321228895,1.114,0.561,Circular
20170713,20170713,-10,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,10,0.709,0.558,0.128729881,0.709,0.558,Circular
20170714,20170714,-9,R1,T1,Ambient,N/A,Rim_AMB,N/A,Rim,1,0.779,0.752,0.282246845,0.779,0.752,Circular
20170714,20170714,-9,R1,T1,Ambient,N/A,Rim_AMB,N/A,Rim,2,0.75,0.812,0.305037396,0.812,0.75,Circular
20170714,20170714,-9,R1,T1,Ambient,N/A,Rim_AMB,N/A,Rim,3,0.762,0.577,0.158993756,0.762,0.577,Circular
20170714,20170714,-9,R1,T1,Ambient,N/A,Rim_AMB,N/A,Rim,4,0.694,0.557,0.122898853,0.694,0.557,Circular
20170714,20170714,-9,R1,T1,Ambient,N/A,Rim_AMB,N/A,Rim,5,0.891,0.729,0.346999592,0.891,0.729,Circular
20170714,20170714,-9,R1,T1,Ambient,N/A,Rim_AMB,N/A,Rim,6,0.843,0.619,0.223952001,0.843,0.619,Circular
20170714,20170714,-9,R1,T1,Ambient,N/A,Rim_AMB,N/A,Rim,7,0.872,0.612,0.234236362,0.872,0.612,Circular
20170714,20170714,-9,R1,T1,Ambient,N/A,Rim_AMB,N/A,Rim,8,0.75,0.737,0.25129046,0.75,0.737,Circular
20170714,20170714,-9,R1,T1,Ambient,N/A,Rim_AMB,N/A,Rim,9,0.786,0.814,0.336676188,0.814,0.786,Circular
20170714,20170714,-9,R1,T1,Ambient,N/A,Rim_AMB,N/A,Rim,10,0.716,0.708,0.211354286,0.716,0.708,Circular
20170714,20170714,-9,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,1,0.904,0.607,0.247646812,0.904,0.607,Circular
20170714,20170714,-9,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,2,0.557,0.594,0.090033012,0.594,0.557,Circular
20170714,20170714,-9,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,3,0.757,0.671,0.212204847,0.757,0.671,Circular
20170714,20170714,-9,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,4,0.63,0.714,0.166416361,0.714,0.63,Circular
20170714,20170714,-9,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,5,0.87,0.793,0.391474411,0.87,0.793,Circular
20170714,20170714,-9,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,6,0.747,0.691,0.219137043,0.747,0.691,Circular
20170714,20170714,-9,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,7,0.819,0.743,0.304553735,0.819,0.743,Circular
20170714,20170714,-9,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,8,0.719,0.84,0.300009393,0.84,0.719,Circular
20170714,20170714,-9,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,9,1.043,0.969,0.840107129,1.043,0.969,Circular
20170714,20170714,-9,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,10,0.733,0.679,0.203735166,0.733,0.679,Circular
20170714,20170714,-9,R5,T1,Ambient,N/A,Rim_AMB,N/A,Rim,1,0.889,0.861,0.481868264,0.889,0.861,Circular
20170714,20170714,-9,R5,T1,Ambient,N/A,Rim_AMB,N/A,Rim,2,0.79,0.786,0.317115722,0.79,0.786,Circular
20170714,20170714,-9,R5,T1,Ambient,N/A,Rim_AMB,N/A,Rim,3,0.733,0.598,0.158026098,0.733,0.598,Circular
20170714,20170714,-9,R5,T1,Ambient,N/A,Rim_AMB,N/A,Rim,4,0.719,0.617,0.161862636,0.719,0.617,Circular
20170714,20170714,-9,R5,T1,Ambient,N/A,Rim_AMB,N/A,Rim,5,0.798,0.605,0.191705702,0.798,0.605,Circular
20170714,20170714,-9,R5,T1,Ambient,N/A,Rim_AMB,N/A,Rim,6,0.71,0.619,0.158860708,0.71,0.619,Circular
20170714,20170714,-9,R5,T1,Ambient,N/A,Rim_AMB,N/A,Rim,7,0.879,0.895,0.509028759,0.895,0.879,Circular
20170714,20170714,-9,R5,T1,Ambient,N/A,Rim_AMB,N/A,Rim,8,0.665,0.722,0.189599062,0.722,0.665,Circular
20170714,20170714,-9,R5,T1,Ambient,N/A,Rim_AMB,N/A,Rim,9,0.638,0.712,0.16971485,0.712,0.638,Circular
20170714,20170714,-9,R5,T1,Ambient,N/A,Rim_AMB,N/A,Rim,10,0.63,0.674,0.14829257,0.674,0.63,Circular
20170714,20170714,-9,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,1,0.889,0.827,0.444562719,0.889,0.827,Circular
20170714,20170714,-9,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,2,1.092,0.968,0.91899784,1.089,0.997,Circular
20170714,20170714,-9,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,3,0.693,0.743,0.218053266,0.743,0.693,Circular
20170714,20170714,-9,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,4,0.867,0.769,0.365602683,0.867,0.769,Circular
20170714,20170714,-9,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,5,0.788,0.711,0.258172592,0.788,0.711,Circular
20170714,20170714,-9,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,6,0.895,0.681,0.305533471,0.895,0.681,Circular
20170714,20170714,-9,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,7,1.132,1.058,1.179730176,1.148,1.08,Circular
20170714,20170714,-9,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,8,0.926,0.929,0.60865599,0.929,0.926,Circular
20170714,20170714,-9,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,9,0.867,0.903,0.504117989,0.903,0.867,Circular
20170715,20170715,-8,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,1,0.694,0.685,0.185873974,0.694,0.685,Circular
20170715,20170715,-8,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,2,0.542,0.576,0.080160799,0.576,0.542,Circular
20170715,20170715,-8,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,3,0.74,0.806,0.292584976,0.806,0.74,Circular
20170715,20170715,-8,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,4,0.755,0.74,0.25672954,0.755,0.74,Circular
20170715,20170715,-8,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,5,0.909,0.66,0.296028917,0.909,0.66,Circular
20170715,20170715,-8,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,6,0.988,0.728,0.425495672,0.988,0.728,Circular
20170715,20170715,-8,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,7,0.76,0.583,0.161466635,0.76,0.583,Circular
20170715,20170715,-8,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,8,0.857,0.63,0.23975145,0.857,0.63,Circular
20170715,20170715,-8,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,9,0.817,0.713,0.279088327,0.817,0.713,Circular
20170715,20170715,-8,R3,T1,Ambient,N/A,Rim_AMB,N/A,Rim,10,0.808,0.858,0.395289972,0.858,0.808,Circular
20170716,20170716,-7,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,1,0.966,1.013,0.787574494,1.013,0.966,Circular
20170716,20170716,-7,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,2,1.05,1.022,0.947106657,1.056,1.019,Circular
20170716,20170716,-7,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,3,1.069,0.926,0.805927329,1.056,1.007,Circular
20170716,20170716,-7,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,4,1.056,1.05,1.011171764,1.063,1.063,Circular
20170716,20170716,-7,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,5,1.175,1.066,1.290353315,1.175,1.05,Circular
20170716,20170716,-7,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,6,0.988,1.096,0.964391773,1.106,0.976,Circular
20170716,20170716,-7,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,7,0.938,0.928,0.623189502,0.938,0.928,Circular
20170716,20170716,-7,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,8,1.06,1.103,1.124297525,1.094,1.063,Circular
20170716,20170716,-7,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,9,1.131,0.742,0.57923063,1.131,0.742,Circular
20170716,20170716,-7,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,10,0.961,0.953,0.689844293,0.961,0.953,Circular
20170717,20170717,-6,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,1,0.904,0.92,0.568893557,0.92,0.904,Circular
20170717,20170717,-6,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,2,1.187,1.126,1.469253447,1.263,1.112,Circular
20170717,20170717,-6,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,3,1.147,0.89,0.857087869,1.162,0.852,Circular
20170717,20170717,-6,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,4,1.106,0.725,0.528816219,1.106,0.725,Circular
20170717,20170717,-6,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,5,1.162,1.081,1.297723423,1.187,1.088,Circular
20170717,20170717,-6,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,6,1.044,1.084,1.053363004,1.088,1.025,Circular
20170717,20170717,-6,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,7,1.234,1.122,1.576647232,1.199,1.195,Circular
20170717,20170717,-6,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,8,1.385,0.773,0.942707656,1.38,0.76,Pear
20170717,20170717,-6,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,9,1.078,0.918,0.805455188,1.007,0.95,Circular
20170717,20170717,-6,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,10,1.168,1.243,1.733590196,1.23,1.168,Circular
20170719,20170719,-4,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,1,0.721,0.73,0.227842506,0.73,0.721,Circular
20170719,20170719,-4,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,2,1.061,0.835,0.645538603,1.061,0.835,Circular
20170719,20170719,-4,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,3,0.937,0.837,0.505881266,0.937,0.837,Circular
20170719,20170719,-4,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,4,1.08,0.813,0.634084448,1.08,0.813,Circular
20170719,20170719,-4,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,5,1.143,1.227,1.617707823,1.243,1.144,Circular
20170719,20170719,-4,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,6,0.988,0.907,0.660460673,0.988,0.907,Circular
20170719,20170719,-4,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,7,1.038,0.876,0.680019582,1.038,0.876,Circular
20170719,20170719,-4,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,8,1.122,1.112,1.28030602,1.112,1.106,Circular
20170719,20170719,-4,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,9,0.847,0.835,0.411394301,0.847,0.835,Circular
20170719,20170719,-4,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,10,1.126,1.096,1.252611483,1.131,1.088,Circular
20170720,20170720,-3,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,1,0.764,0.82,0.32279955,0.82,0.764,Circular
20170720,20170720,-3,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,2,0.657,0.692,0.170004895,0.692,0.657,Circular
20170720,20170720,-3,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,3,1.04,0.969,0.835281249,1.013,0.982,Circular
20170720,20170720,-3,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,4,0.873,0.874,0.478817321,0.874,0.873,Circular
20170720,20170720,-3,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,5,1.131,0.99,1.031131605,1.131,1.013,Circular
20170720,20170720,-3,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,6,0.976,0.864,0.584851516,0.976,0.864,Circular
20170720,20170720,-3,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,7,1.168,0.979,1.075398852,1.175,0.988,Circular
20170720,20170720,-3,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,8,0.851,0.938,0.524062756,0.938,0.851,Circular
20170720,20170720,-3,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,9,1.119,1.01,1.050561352,1.15,1.044,Circular
20170720,20170720,-3,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,10,1.019,1.05,0.941554505,1.038,1.007,Circular
20170721,20170721,-2,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,1,1.358,0.841,1.072778425,1.367,0.873,Circular
20170721,20170721,-2,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,2,1.358,0.809,0.992693281,1.345,0.809,Circular
20170721,20170721,-2,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,3,1.173,0.997,1.12487649,1.184,0.959,Circular
20170721,20170721,-2,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,4,1.143,0.597,0.382965474,1.143,0.597,Pear
20170721,20170721,-2,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,5,1.425,0.704,0.827739245,1.436,0.696,Pear
20170721,20170721,-2,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,6,1.152,1.085,1.284940252,1.143,1.106,Circular
20170721,20170721,-2,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,7,1.172,0.92,0.956201405,1.181,0.92,Circular
20170721,20170721,-2,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,8,1.288,0.949,1.228804096,1.272,0.938,Circular
20170721,20170721,-2,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,9,1.5,0.459,0.389875898,1.5,0.459,Pear
20170721,20170721,-2,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,10,1.324,1.15,1.906734173,1.299,1.156,Pumpkin
20170722,20170722,-1,R10,T1,Ambient,N/A,Rim_AMB,N/A,Rim,1,1.075,0.827,0.650049527,1.075,0.827,Circular
20170722,20170722,-1,R10,T1,Ambient,N/A,Rim_AMB,N/A,Rim,2,1.041,0.668,0.397715836,1.041,0.668,Circular
20170722,20170722,-1,R10,T1,Ambient,N/A,Rim_AMB,N/A,Rim,3,1.036,0.687,0.416630907,1.036,0.687,Circular
20170722,20170722,-1,R10,T1,Ambient,N/A,Rim_AMB,N/A,Rim,4,0.96,0.963,0.702932365,0.963,0.96,Circular
20170722,20170722,-1,R10,T1,Ambient,N/A,Rim_AMB,N/A,Rim,5,0.791,0.787,0.318728524,0.791,0.787,Circular
20170722,20170722,-1,R10,T1,Ambient,N/A,Rim_AMB,N/A,Rim,6,0.839,0.836,0.404627109,0.839,0.836,Circular
20170722,20170722,-1,R10,T1,Ambient,N/A,Rim_AMB,N/A,Rim,7,0.966,0.938,0.675271513,0.966,0.938,Circular
20170722,20170722,-1,R10,T1,Ambient,N/A,Rim_AMB,N/A,Rim,8,0.914,0.861,0.509351036,0.914,0.861,Circular
20170722,20170722,-1,R10,T1,Ambient,N/A,Rim_AMB,N/A,Rim,9,0.873,0.901,0.508857956,0.901,0.873,Circular
20170722,20170722,-1,R10,T1,Ambient,N/A,Rim_AMB,N/A,Rim,10,0.96,0.973,0.717606966,0.973,0.96,Circular
20170724,20170724,1,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,1,1.052,0.786,0.753812981,1.052,0.786,Circular
20170724,20170724,1,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,2,1.312,0.691,0.84525705,1.307,0.686,Pear
20170724,20170724,1,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,3,1.208,0.581,0.62700693,1.208,0.581,Pear
20170724,20170724,1,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,4,1.201,0.566,0.50857852,1.201,0.566,Pear
20170724,20170724,1,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,5,0.963,0.513,0.257095442,0.963,0.513,Circular
20170724,20170724,1,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,6,1.195,0.673,0.713225431,1.195,0.673,Circular
20170724,20170724,1,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,7,1.171,0.779,0.960285113,1.161,0.796,Circular
20170724,20170724,1,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,8,0.936,0.944,0.810669411,0.954,0.942,Circular
20170724,20170724,1,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,9,1.181,0.92,1.363416329,1.196,0.942,Circular
20170724,20170724,1,R7,T1,Ambient,N/A,Rim_AMB,N/A,Rim,10,1.303,1.093,2.29035403,1.296,1.153,Circular
20170716,20170713,-10,P14,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,1,0.932,0.844,0.508903242,0.932,0.844,Circular
20170716,20170713,-10,P14,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,2,0.887,0.912,0.538214527,0.912,0.887,Circular
20170716,20170713,-10,P14,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,3,1.084,1.055,1.075677248,1.077,1.048,Circular
20170716,20170713,-10,P14,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,4,0.84,0.484,0.135946426,0.84,0.484,Circular
20170716,20170713,-10,P14,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,5,0.779,0.844,0.355531682,0.844,0.779,Circular
20170716,20170713,-10,P14,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,6,0.646,0.533,0.097507485,0.646,0.533,Circular
20170716,20170713,-10,P14,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,7,0.894,0.851,0.476050096,0.894,0.851,Circular
20170716,20170713,-10,P14,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,8,0.942,0.827,0.499150286,0.942,0.827,Circular
20170716,20170713,-10,P14,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,9,1.06,0.939,0.814819501,1.06,0.935,Pumpkin
20170716,20170713,-10,P14,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,10,1.03,0.903,0.711489425,1.03,0.903,Circular
20170716,20170713,-10,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,1,0.711,0.759,0.239519707,0.759,0.711,Circular
20170716,20170713,-10,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,2,0.465,0.522,0.048457992,0.522,0.465,Circular
20170716,20170713,-10,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,3,0.759,0.766,0.27800947,0.766,0.759,Circular
20170716,20170713,-10,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,4,0.646,0.738,0.186937426,0.738,0.646,Circular
20170716,20170713,-10,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,5,0.761,0.786,0.294261134,0.786,0.761,Circular
20170716,20170713,-10,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,6,0.527,0.612,0.085554444,0.612,0.527,Circular
20170716,20170713,-10,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,7,0.647,0.699,0.168221466,0.699,0.647,Circular
20170716,20170713,-10,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,8,0.656,0.544,0.104742751,0.656,0.544,Circular
20170716,20170713,-10,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,9,0.645,0.513,0.090047707,0.645,0.513,Circular
20170716,20170713,-10,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,10,0.673,0.508,0.096133787,0.673,0.508,Circular
20170716,20170713,-10,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,1,0.528,0.533,0.065138951,0.533,0.528,Circular
20170716,20170713,-10,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,2,0.653,0.553,0.107249463,0.653,0.553,Circular
20170716,20170713,-10,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,3,0.531,0.56,0.072724977,0.56,0.531,Circular
20170716,20170713,-10,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,4,0.49,0.478,0.045119726,0.49,0.478,Circular
20170716,20170713,-10,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,5,0.683,0.693,0.18425801,0.693,0.683,Circular
20170716,20170713,-10,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,6,0.838,0.785,0.355914638,0.838,0.785,Circular
20170716,20170713,-10,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,7,1.427,0.49,0.402122715,1.427,0.49,Pear
20170716,20170713,-10,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,8,0.794,0.755,0.295565274,0.794,0.755,Circular
20170716,20170713,-10,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,9,0.784,0.427,0.092173563,0.784,0.427,Circular
20170716,20170713,-10,P19,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,10,0.679,0.686,0.178445779,0.686,0.679,Circular
20170717,20170714,-9,P7,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,1,0.874,0.827,0.429687167,0.874,0.827,Circular
20170717,20170714,-9,P7,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,2,0.591,0.528,0.080086867,0.591,0.528,Circular
20170717,20170714,-9,P7,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,3,0.77,0.831,0.336745652,0.831,0.77,Circular
20170717,20170714,-9,P7,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,4,0.702,0.752,0.229207279,0.752,0.702,Circular
20170717,20170714,-9,P7,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,5,0.87,0.703,0.307657605,0.87,0.703,Circular
20170717,20170714,-9,P7,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,6,0.574,0.402,0.043791961,0.574,0.402,Circular
20170717,20170714,-9,P7,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,7,0.855,0.839,0.423228252,0.855,0.839,Circular
20170717,20170714,-9,P7,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,8,0.803,0.789,0.330144143,0.803,0.789,Circular
20170717,20170714,-9,P7,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,9,0.839,0.819,0.388338299,0.839,0.819,Circular
20170717,20170714,-9,P7,T2,Ambient,Ambient,Patch_AMB,Patch_AMB_AMB,Patch,10,0.957,0.965,0.701450456,0.965,0.957,Circular
20170717,20170714,-9,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,1,0.756,0.766,0.27581611,0.766,0.756,Circular
20170717,20170714,-9,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,2,0.684,0.63,0.152725587,0.684,0.63,Circular
20170717,20170714,-9,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,3,0.703,0.74,0.222583306,0.74,0.703,Circular
20170717,20170714,-9,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,4,0.446,0.537,0.047177703,0.537,0.446,Circular
20170717,20170714,-9,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,5,0.648,0.566,0.11063725,0.648,0.566,Circular
20170717,20170714,-9,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,6,0.588,0.522,0.077484379,0.588,0.522,Circular
20170717,20170714,-9,P17,T2,Hot,Ambient,Patch_HOT,Patch_HOT_AMB,Patch,7,0.61,0.598,0.109441122,0.61,0.598,Circular
